,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,マジカルツアー,牡3,56,北村友一,1:52.3,,6.3,3,472(-2),[西] 石坂正
1,2,6,12,タイセイローマン,牡3,56,吉田隼人,1:52.5,1.1/2,10.0,6,498(0),[東] 新開幸一
2,3,7,14,デュアルサクセス,牡5,54,杉原誠人,1:52.9,2.1/2,9.9,5,444(+4),[東] 手塚貴久
3,4,7,13,ブリスコーラ,牡3,56,柴山雄一,1:53.1,1.1/2,3.2,1,514(+6),[西] 千田輝彦
4,5,2,4,マイネルガネーシャ,牡4,54,中井裕二,1:53.5,2.1/2,74.3,12,516(+6),[東] 畠山重則
5,6,4,8,シンデンアラタ,牡3,56,西田雄一,1:53.7,1.1/2,182.4,14,504(0),[東] 佐藤全弘
6,7,5,9,トニーポケット,牡3,56,秋山真一,1:53.7,ハナ,8.2,4,478(+18),[西] 矢作芳人
7,8,3,5,ペガサスキングビー,牡5,57,高倉稜,1:53.8,クビ,80.9,13,490(+4),[西] 増本豊
8,9,5,10,ルスナイスナイパー,牡3,56,今村康成,1:53.8,ハナ,16.5,7,454(+4),[西] 飯田明弘
9,10,2,3,スペルヴィア,牡3,56,川田将雅,1:53.9,1/2,3.5,2,524(+8),[西] 橋田満
10,11,1,2,コスモゴールデン,牡4,57,柴田大知,1:54.1,1.1/2,34.7,8,510(+14),[東] 畠山重則
11,12,1,1,ミチャエル,牡3,56,川須栄彦,1:54.5,2.1/2,46.7,9,454(0),[西] 小崎憲
12,13,8,15,バシリクス,牡4,57,丸山元気,1:54.6,クビ,74.2,11,498(+2),[東] 高木登
13,14,8,16,ダイビングキャッチ,牡5,57,丹内祐次,1:55.0,2.1/2,68.6,10,474(+12),[東] 柴崎勇
14,15,4,7,トウカイチェッカー,セ3,56,的場勇人,1:55.0,ハナ,222.7,16,442(-2),[東] 的場均
15,16,3,6,コールミー,牝3,51,原田和真,1:57.3,大,184.7,15,458(+4),[東] 鈴木伸尋
