,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,サンライズホーク,セ4,55.0,Ｍ．デム,1:25.6,,9.1,4,492(-9),[西] 牧浦充徳
1,2,7,10,オマツリオトコ,牡3,54.0,横山武史,1:26.1,2.1/2,3.7,2,485(+3),[東] 伊藤圭三
2,3,7,9,レディバグ,牝5,55.5,酒井学,1:26.2,1/2,4.0,3,465(+4),[西] 北出成人
3,4,3,3,デンコウリジエール,牡6,58.0,團野大成,1:26.3,クビ,13.9,5,475(+7),[西] 荒川義之
4,5,4,4,ヘリオス,セ7,58.5,武豊,1:26.3,ハナ,1.9,1,477(-2),[西] 西園正都
5,6,6,8,ハナブサ,牡6,53.0,廣瀬航,1:27.1,4,34.0,6,444(-10),[地] 森澤友貴
6,7,6,7,エスケイファースト,牡8,52.0,竹吉徹,1:28.1,5,223.9,7,512(+1),[地] 山田義人
7,8,1,1,マテラユウキ,牡6,52.0,加茂飛翔,1:28.6,2.1/2,248.7,8,446(-2),[地] 中川竜馬
8,9,5,6,ウノピアットブリオ,セ9,52.0,川島拓,1:28.6,クビ,572.7,10,517(+2),[地] 大垣敏夫
9,10,2,2,キタカラキタムスメ,牝6,52.0,田中直人,1:29.6,5,505.9,9,452(-11),[地] 川田孝好
10,11,5,5,クレールアドレ,牝4,52.0,山田義貴,1:29.9,1.1/2,610.1,12,465(-12),[地] 伊藤勝好
11,12,8,11,ハナウタマジリ,牝5,52.0,山下裕貴,1:30.6,4,585.2,11,451(+2),[地] 伊藤勝好
