,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ブレイヴコール,牡6,56,赤岡修次,1:46.4,,1.4,1,490(-4),[地] 田中守
1,2,8,10,メイショウワキザシ,牡4,56,上田将司,1:46.5,1/2,5.3,2,477(0),[地] 国澤輝幸
2,3,7,8,ビービージェンマ,牝4,54,木村直輝,1:46.9,2,25.5,7,470(+1),[地] 国澤輝幸
3,4,3,3,モズキングタイド,牡6,56,岡村卓弥,1:47.1,1,5.3,3,467(-21),[地] 雑賀正光
4,5,8,9,リンクスゼロ,牡6,56,山崎雅由,1:47.5,2,88.6,8,494(0),[地] 松木啓助
5,6,4,4,サンクロワ,牡7,55,多田羅誠,1:47.6,クビ,21.2,5,471(-1),[地] 工藤真司
6,7,7,7,ミッキーヘネシー,牡11,56,倉兼育康,1:48.0,2,93.1,9,483(+7),[地] 別府真司
7,8,1,1,シゲルミズナ,牝5,54,西川敏弘,1:49.1,5,21.7,6,511(+3),[地] 大関吉明
8,9,5,5,バイクミリオン,牡4,56,佐原秀泰,1:49.2,1/2,21.1,4,477(-3),[地] 田中譲二
9,10,6,6,ハヴアサニーデイ,牝5,54,郷間勇太,1:50.9,8,120.8,10,423(-6),[地] 田中譲二
