,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,7,ワイルドカード,牡5,56,川田将雅,1:51.7,,4.0,2,548(+2),[東] 木村哲也
1,2,5,10,スマハマ,牡4,57,藤岡佑介,1:51.9,1.1/4,2.0,1,532(+4),[西] 高橋亮
2,3,5,9,デザートスネーク,セ5,56,松田大作,1:52.1,1.1/4,27.6,8,482(-4),[東] 武井亮
3,4,6,11,ダンツゴウユウ,牡5,56,酒井学,1:52.5,2.1/2,13.3,5,476(+14),[西] 谷潔
4,5,1,2,クインズサターン,牡6,57,武豊,1:52.6,クビ,11.0,4,486(+11),[西] 野中賢二
5,6,1,1,バレッティ,セ5,56,吉田隼人,1:52.8,1.1/2,60.6,11,504(-2),[東] 久保田貴
6,7,6,12,メイプルブラザー,牡5,56,和田竜二,1:53.1,1.3/4,22.6,7,498(+2),[西] 山内研二
7,8,8,16,ジョルジュサンク,牡6,56,川須栄彦,1:53.2,クビ,370.2,16,530(-2),[西] 鮫島一歩
8,9,7,13,ブラックバゴ,牡7,57,柴山雄一,1:53.4,1.1/4,170.0,13,518(+2),[東] 斎藤誠
9,10,8,15,サトノプライム,牡5,56,古川吉洋,1:53.4,クビ,34.6,9,504(+2),[西] 南井克巳
10,11,3,5,コマビショウ,牡4,56,藤岡康太,1:53.4,ハナ,7.3,3,498(+10),[西] 南井克巳
11,12,3,6,タムロミラクル,牡7,57,田中勝春,1:53.4,ハナ,246.6,15,476(+6),[西] 西園正都
12,13,7,14,メイショウウタゲ,牡8,59,鮫島克駿,1:53.6,1.1/4,208.4,14,516(+4),[西] 安達昭夫
13,14,2,3,マイネルクラース,牡5,56,横山武史,1:53.7,クビ,55.6,10,470(+6),[東] 高木登
14,15,2,4,クロスケ,牡4,56,松山弘平,1:53.8,1/2,22.1,6,450(-10),[東] 水野貴広
15,16,4,8,カラクプア,セ6,56,幸英明,1:53.9,1/2,68.3,12,488(+8),[西] 松田国英
