,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,マイネルストリーム,牡6,55,今野忠成,1:40.9,,---,1,497(+1),[地] 田中康弘
1,2,7,9,スローンブラン,牡4,55,張田京,1:41.0,3/4,---,3,489(-2),[地] 高橋三郎
2,3,6,6,ダテノバサラ,牡4,55,沢佳宏,1:41.2,1,---,4,482(-2),[地] 倉内賢
3,4,8,10,ゼンノポイント,牡6,55,佐藤裕太,1:41.4,1,---,5,463(+1),[地] 川島正行
4,5,4,4,ゼンノタンゴ,セ6,55,石崎隆之,1:41.5,クビ,---,2,449(0),[地] 村上頼章
5,6,5,5,ヘイワダイオー,牡4,55,鈴木啓之,1:41.5,クビ,---,6,476(0),[地] 庄子連兵
6,7,8,11,サウンドオブルンバ,牡5,55,内田博幸,1:42.0,2.1/2,---,7,466(+2),[地] 太田進
7,8,3,3,ローランバハムート,牡7,55,秋田実,1:42.0,アタマ,---,10,470(-1),[地] 鹿沼良和
8,9,6,7,グットウエイ,牡5,53,真島大輔,1:42.1,クビ,---,11,471(+1),[地] 佐藤寿
9,10,2,2,トウホージュディ,牝5,53,脇本一幸,1:43.2,5,---,8,480(0),[地] 中村健二
10,11,7,8,セイエイカネノー,牡4,55,桑島孝春,1:43.2,ハナ,---,9,483(0),[地] 倉内賢
