,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ドリームバスケット,牡9,56,陶文峰,1:59.1,,2.3,1,469(-2),[地] 菅原右吉
1,2,7,7,モズ,牡9,56,高橋悠里,1:59.8,4,21.0,6,502(-4),[地] 佐藤祐司
2,3,6,6,ローレルイニシオ,牡7,56,山本政聡,2:00.0,1.1/4,8.9,4,507(-2),[地] 平沢芳三
3,4,5,5,ナムラハンベエ,牡4,56,関本淳,2:00.0,クビ,2.8,2,530(+8),[地] 板垣吉則
4,5,7,8,ハイフロンティア,牡6,56,南郷家全,2:00.2,3/4,6.2,3,506(-1),[地] 桜田康二
5,6,1,1,ラブディーバ,牝4,54,村上忍,2:01.5,8,71.2,9,457(+2),[地] 菅原勲
6,7,2,2,クロワッサン,牡6,56,高松亮,2:02.3,5,12.4,5,533(+5),[地] 千葉博次
7,8,3,3,ニナフェアリー,牝5,54,阿部英俊,2:02.6,1.1/2,106.8,10,459(-11),[地] 菅原勲
8,9,8,9,シーロア,牝5,54,菅原俊吏,2:03.1,3,34.5,8,486(-7),[地] 新田守
9,10,8,10,キネオメジャー,セ5,56,山本聡哉,2:03.7,4,30.6,7,492(+27),[地] 菅原勲
