,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,15,ルースリンド,牡7,56,内田博幸,2:06.4,,1.3,1,500(+4),[地] 矢野義幸
1,2,2,2,ナイキアースワーク,牡5,58,戸崎圭太,2:06.8,2,10.5,3,513(-10),[地] 川島正行
2,3,3,4,レッドドラゴン,牡4,54,坂井英光,2:07.0,1,12.3,4,480(-1),[地] 堀千亜樹
3,4,7,12,ロイヤルボス,牡4,54,繁田健一,2:07.4,2,18.5,5,511(-1),[地] 三坂盛雄
4,5,7,13,ベルモントストーム,牡7,56,石崎駿,2:07.6,3/4,53.2,7,471(-10),[地] 出川克己
5,6,4,6,ナイキコランダム,牡6,54,佐藤博紀,2:07.8,1.1/2,92.9,12,510(+2),[地] 川島正行
6,7,8,14,ショーターザトッシ,牡6,56,和田譲治,2:07.9,1/2,98.2,13,449(+1),[地] 月岡健二
7,8,5,9,ナイキデラックス,牡7,54,今野忠成,2:08.1,1,5.7,2,524(+5),[地] 川島正行
8,9,3,5,アウスレーゼ,牝6,55,真島大輔,2:08.1,ハナ,43.3,6,459(+2),[地] 阪本一栄
9,10,6,11,シーサーハーン,牡8,54,山田信大,2:08.2,1/2,63.9,8,492(-1),[地] 松浦備
10,11,1,1,コーワキング,牡6,53,石崎隆之,2:08.7,2.1/2,82.0,10,538(+3),[地] 蛯名末五
11,12,4,7,シャコーオープン,牡8,56,御神本訓,2:08.9,1.1/2,90.2,11,498(-6),[地] 蛯名末五
12,13,2,3,クラシックムード,牡5,53,的場文男,2:09.3,2,75.2,9,481(+1),[地] 田島寿一
13,14,5,8,ウエノマルクン,牡9,57,鈴木啓之,2:09.8,2.1/2,120.7,14,460(+4),[地] 松浦裕之
14,15,6,10,サンキューウィン,セ5,56,左海誠二,2:11.9,10,122.2,15,495(-6),[地] 高柳恒男
