,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,14,ブラックサンダー,牡5,56,柏木健宏,1:54.9,,70.1,14,498(0),[地] 沢佳宏
1,2,5,9,カガヤキダンスオー,牡3,54,的場文男,1:55.0,3/4,5.3,2,480(+2),[地] 上杉昌宏
2,3,8,15,グランディオーソ,牡4,56,御神本訓,1:55.1,3/4,1.7,1,504(-1),[地] 藤田輝信
3,4,7,13,ミキノウインク,牝4,54,和田譲治,1:55.3,1.1/4,37.6,9,427(-1),[地] 鷹見浩
4,5,6,11,グレイトスピリット,牡5,56,石崎駿,1:55.3,アタマ,28.3,7,507(+5),[地] 月岡健二
5,6,8,16,イワミノキズナ,牡3,54,今野忠成,1:55.5,1,16.2,6,463(-2),[地] 鈴木啓之
6,7,1,1,トラッパニ,牡5,56,真島大輔,1:55.6,1/2,6.9,3,512(+2),[地] 月岡健二
7,8,5,10,ウェルウィッチア,牡4,56,達城龍次,1:56.3,3.1/2,30.0,8,478(-8),[地] 寺田新太
8,9,3,5,ピースポーター,牡5,56,山崎誠士,1:56.5,3/4,13.5,5,503(-6),[地] 荒井朋弘
9,10,2,3,モンテウエスト,牡6,56,小林拓未,1:56.8,1.1/2,124.8,16,493(+12),[地] 久保杉隆
10,11,1,2,ファルコンクロウ,牡4,56,森泰斗,1:56.9,1/2,66.3,12,468(-3),[地] 岡田一男
11,12,4,8,トップオバマ,牡7,56,町田直希,1:57.1,1,116.6,15,470(-12),[地] 橋本和馬
12,13,4,7,コジロー,牡5,56,坂井英光,1:57.1,ハナ,12.8,4,525(+1),[地] 宮本康
13,14,3,6,アメリカンサンダー,牡3,54,繁田健一,1:57.1,アタマ,66.5,13,479(-6),[地] 米田英世
14,15,2,4,カントリーウォーク,牡4,56,左海誠二,1:57.3,1,37.7,10,515(+5),[地] 高橋三郎
15,16,6,12,クイーンズライフ,牝4,54,内田利雄,1:57.4,クビ,40.5,11,459(-2),[地] 栗田知治
