,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,マコトスパルビエロ,牡3,56,蛯名正義,1:56.5,,4.6,2,506(-12),[西] 鮫島一歩
1,2,8,16,アクセルホッパー,牡3,56,大庭和弥,1:56.7,1.1/4,6.0,3,462(0),[東] 奥平真治
2,3,4,8,トーセンアーチャー,牡3,56,松岡正海,1:56.9,1,10.8,7,470(-8),[西] 大久保龍
3,4,4,7,マイネルアワグラス,牡3,56,柴田善臣,1:57.2,1.3/4,21.5,9,496(-4),[東] 稲葉隆一
4,5,2,3,プロミスフェアー,牡3,56,吉田隼人,1:57.4,1.1/4,4.0,1,508(-2),[東] 大久保洋
5,6,8,15,ニシノコンドコソ,牡3,56,吉田豊,1:58.0,3.1/2,7.8,4,498(+4),[東] 萱野浩二
6,7,7,14,ディアーウィッシュ,牡3,56,柴山雄一,1:58.3,2,14.0,8,530(-6),[東] 秋山雅一
7,8,5,10,レツィーナ,牝3,54,北村宏司,1:58.4,クビ,10.0,6,450(0),[東] 古賀慎明
8,9,1,2,カロンセギュール,牝3,54,横山典弘,1:58.6,1.1/4,9.7,5,432(-6),[東] 戸田博文
9,10,2,4,ムラマサノヨートー,牡3,56,小林淳一,1:58.7,3/4,45.0,11,476(0),[東] 内藤一雄
10,11,7,13,アポロパトリオット,牡3,56,中舘英二,1:59.2,3,175.0,14,444(-4),[東] 石栗龍彦
11,12,5,9,エーシンメインリー,牡3,56,バルジュ,1:59.3,1/2,122.2,12,506(+14),[東] 畠山吉宏
12,13,3,6,アポロサーカス,牡3,56,石橋脩,1:59.3,クビ,190.7,15,482(-10),[東] 柴崎勇
13,14,3,5,ヒシポラリス,牡3,56,田中勝春,1:59.4,クビ,32.2,10,492(0),[東] 手塚貴久
14,15,6,12,テイエムゲンキボ,牡3,56,武士沢友,1:59.4,アタマ,123.4,13,472(-14),[東] 中野渡清
15,16,6,11,ヤマノトレジャー,牡3,56,二本柳壮,2:00.0,3.1/2,478.8,16,460(-6),[東] 本郷一彦
