,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,ドリームスイーブル,牡6,56,戸部尚実,1:28.8,,19.3,8,478(-2),[地] 倉地学
1,2,1,1,ケイアイテディ,牡6,56,大畑雅章,1:29.0,1.1/2,4.0,3,497(0),[地] 今津博之
2,3,3,3,サンデンバロン,牡9,56,丹羽克輝,1:29.1,1/2,11.1,5,484(+2),[地] 塚田隆男
3,4,5,5,ニュータウンガール,牝4,54,岡部誠,1:29.3,1.1/2,3.5,2,507(+3),[地] 角田輝也
4,5,4,4,ウラガーノ,牝7,54,加藤聡一,1:29.4,クビ,8.9,4,518(-3),[地] 角田輝也
5,6,6,7,アスタークライ,牡7,56,今井貴大,1:29.7,1.1/2,48.3,9,469(+1),[地] 原口次夫
6,7,8,10,ルビーロマン,牡6,53,塚本征吾,1:30.1,2,17.0,7,496(+1),[地] 竹下直人
7,8,7,9,デルマヴァンドーム,牝5,54,友森翔太,1:30.2,1/2,104.7,10,483(+1),[地] 塚田隆男
8,9,2,2,メイショウオオゼキ,セ11,53,浅野皓大,1:30.4,1,158.1,11,480(+1),[地] 今津博之
9,10,6,6,ユウチャージ,牝5,54,村上弘樹,1:33.9,大,15.4,6,506(+4),[地] 角田輝也
10,11,8,11,サンダーマックス,牡6,56,柿原翔,1:35.7,9,3.2,1,511(+5),[地] 坂口義幸
