,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,リーチアディール,牡5,57,増田充宏,2:12.3,,1.7,1,543(+1),[地] 加藤誠一
1,2,7,8,ギンザロッソ,セ6,57,御神本訓,2:13.0,3,7.0,3,448(0),[地] 佐々木仁
2,3,8,10,ブラックネロ,牡5,57,石崎駿,2:13.8,4,47.2,9,446(-3),[地] 岩本洋
3,4,3,3,アヴァニイ,牝6,51,山中悠希,2:13.9,クビ,17.2,7,506(-4),[地] 小久保智
4,5,4,4,キャッスルブレイヴ,牡4,57,西啓太,2:14.3,2,20.2,8,485(-4),[地] 渋谷信博
5,6,7,7,ダルヴァザ,セ7,55,笹川翼,2:14.4,3/4,5.4,2,529(+6),[地] 内田勝義
6,7,6,6,スピンドクター,セ8,55,伊藤裕人,2:15.4,5,289.8,10,466(+1),[地] 古澤悟
7,8,8,9,ベルゼール,牝5,55,矢野貴之,2:15.7,1.1/2,14.5,6,453(+5),[地] 藤田輝信
8,9,1,1,エラボレート,牡6,54,菅原涼太,2:15.8,3/4,13.7,4,449(-4),[地] 林隆之
9,10,2,2,ニッポンテイオー,牡8,57,澤田龍哉,2:16.8,5,14.2,5,481(-10),[地] 矢野義幸
