,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,13,ストロングサウザー,牡5,55,田辺裕信,2:02.4,,4.7,2,478(+10),[東] 久保田貴
1,2,1,1,タイムズアロー,牡8,54,真島大輔,2:02.7,2,49.2,9,490(-14),[地] 川島正一
2,3,6,10,マイネルバイカ,牡7,55,柴田大知,2:02.7,ハナ,6.1,5,475(-20),[西] 西村真幸
3,4,5,8,ユーロビート,セ7,55,吉原寛人,2:02.8,1/2,5.4,3,527(-12),[地] 渡辺和雄
4,5,3,3,マイネルバウンス,牡7,54,丹内祐次,2:02.8,アタマ,33.8,8,492(0),[東] 伊藤大士
5,6,7,12,クラージュドール,牡6,54,Ｍ．デム,2:03.6,5,11.9,6,514(-2),[地] 川島正一
6,7,4,6,ソリタリーキング,牡9,58,戸崎圭太,2:03.6,クビ,5.9,4,469(-2),[西] 石坂正
7,8,6,9,ケイアイレオーネ,牡6,55,的場文男,2:03.7,1/2,3.0,1,562(-6),[地] 佐宗応和
8,9,7,11,グランドシチー,牡9,55,津村明秀,2:03.7,アタマ,52.3,10,483(-9),[東] 相沢郁
9,10,4,5,ナムラビクター,牡7,55,服部茂史,2:04.6,6,27.7,7,523(-5),[地] 田中淳司
10,11,8,14,マイネルコランダム,牡7,54,村上忍,2:05.4,5,454.4,14,483(-7),[地] 新田守
11,12,3,4,オメガスパーキング,牡7,54,菅原俊吏,2:06.2,5,372.0,13,490(-7),[地] 伊藤和
12,13,2,2,ショウナンダイチ,牡6,54,鈴木麻優,2:07.8,10,341.3,12,450(-10),[地] 佐藤祐司
13,14,5,7,ハイフロンティア,牡6,54,南郷家全,2:08.4,4,166.9,11,495(-3),[地] 桜田康二
