,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,フリオーソ,牡7,57,戸崎圭太,2:14.2,,1.0,1.0,507(-1),[地] 川島正行
1,2,2,2,メイショウタメトモ,牡6,57,福永祐一,2:15.3,5,17.8,3.0,446(+2),[西] 武田博
2,3,6,7,ボランタス,牡7,57,山崎誠士,2:15.5,1.1/2,9.2,2.0,535(+1),[地] 山崎尋美
3,4,7,9,クリュギスト,牡5,57,内田博幸,2:16.5,5,28.2,6.0,498(-10),[西] 吉田直弘
4,5,7,10,キクノアポロ,牡5,57,川田将雅,2:16.8,1.1/2,18.9,4.0,510(-4),[西] 野中賢二
5,6,6,8,サイレントスタメン,牡5,57,金子正彦,2:17.1,1.1/2,144.9,7.0,503(-2),[地] 足立勝久
6,7,8,12,タンゴノセック,牡7,57,今野忠成,2:18.3,6,189.9,9.0,494(+2),[地] 池田孝
7,8,5,5,エーシンエヴァン,牡7,57,花本正三,2:19.1,4,466.0,11.0,505(+2),[地] 伊藤強一
8,9,1,1,トウホクビジン,牝5,55,本橋孝太,2:19.4,1.1/2,388.1,10.0,435(+14),[地] 山中輝久
9,10,3,3,レッドアイ,セ5,57,松岡正海,2:19.6,1,27.7,5.0,457(+7),[西] 安田隆行
10,11,8,11,コロニアルペガサス,牝4,54,吉原寛人,2:20.3,3,188.6,8.0,475(-8),[地] 山中輝久
11,取,5,6,テスタマッタ,牡5,57,Ｕ．リス,,,---,,計不,[西] 村山明
