,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,ディーエスハスラー,牡5,57,川原正一,1:53.7,,3.1,2,476(-1),[地] 山口益巳
1,2,5,5,ワイルドローズ,牝4,55,大山真吾,1:53.9,1.1/4,3.0,1,478(+2),[地] 吉行龍穂
2,3,7,7,モエレトレジャー,牡12,57,永島太郎,1:53.9,アタマ,24.8,6,455(0),[地] 荒山義則
3,4,7,8,グリーンヴォルト,牡4,57,下原理,1:54.2,1.1/2,3.5,3,443(-10),[地] 盛本信春
4,5,4,4,テラノイーグル,牡5,55,北野真弘,1:54.3,クビ,29.7,7,490(-3),[地] 戸田山孝
5,6,1,1,ヴイブラッド,牡5,57,西川進也,1:54.7,2.1/2,9.9,5,489(-3),[地] 重畠勝利
6,7,8,9,リキサンスパーク,牡6,57,田野豊三,1:54.8,1/2,45.2,8,491(+1),[地] 藪田辰己
7,8,2,2,ジパングダマシイ,牡6,57,木村健,1:55.1,1.3/4,5.8,4,489(-3),[地] 森沢友貴
8,9,6,6,ファイブイーグル,牡6,55,笹田知宏,1:56.4,8,127.1,9,539(-1),[地] 重畠勝利
9,10,3,3,スプリンターエース,牡4,55,松浦聡志,1:58.5,大,155.7,10,529(+1),[地] 田中道夫
