,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,13,マイネルリノセロス,牡5,56,張田昂,1:57.3,,6.3,3,456(-1),[地] 阪本一栄
1,2,7,12,モンゲートラオ,牡3,55,的場文男,1:57.5,3/4,2.0,1,470(+1),[地] 中道啓二
2,3,8,15,コウエイスーシェフ,セ5,56,笹川翼,1:57.6,1/2,15.1,6,459(+1),[地] 福田真広
3,4,1,1,ガラチコ,牡4,56,本田正重,1:57.6,アタマ,13.2,5,469(-8),[地] 渡辺和雄
4,5,6,10,ローデルバーン,牡7,56,瀬川将輝,1:57.7,1/2,215.2,15,472(-1),[地] 月岡健二
5,6,4,6,ジュウワンマックス,牡4,56,山崎誠士,1:58.7,5,16.6,7,446(-5),[地] 平田正一
6,7,3,5,グランシュマン,牡5,56,繁田健一,1:58.7,クビ,11.9,4,494(-1),[地] 田中正人
7,8,5,9,ブラボーエイト,牡5,56,町田直希,1:58.9,3/4,71.7,10,486(+2),[地] 堀江仁
8,9,2,3,カズノテイオー,牡7,55,吉井章,1:59.1,1.1/4,19.3,8,488(+3),[地] 納谷和玖
9,10,4,7,アルジャントゥイユ,牡6,56,楢崎功祐,1:59.1,アタマ,124.7,13,440(-2),[地] 小野寺晋
10,11,8,14,ダストデビル,牡4,56,藤本現暉,2:00.0,4,192.5,14,468(0),[地] 佐野謙二
11,12,5,8,ブラックスナイパー,セ7,55,櫻井光輔,2:00.3,1.1/2,29.9,9,497(+1),[地] 久保勇
12,13,6,11,コスモロビンソン,牡4,56,矢野貴之,2:00.7,2,5.6,2,515(+1),[地] 佐野謙二
13,14,2,2,スカテナート,牡4,56,酒井忍,2:00.9,1,104.3,12,470(-1),[地] 栗田裕光
14,15,3,4,ネオダラス,牡5,56,今野忠成,2:01.2,1.1/2,92.7,11,502(-7),[地] 藤村和生
