,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,ネームヴァリュー,牝4,52,佐藤隆,1:39.0,,---,2,482(-2),[地] 川島正行
1,2,5,5,スプリングシオン,牡5,52,佐藤祐樹,1:39.8,4,---,5,529(+9),[地] 林正人
2,3,4,4,コアレスフィールド,牡8,56,張田京,1:40.0,1,---,4,501(+3),[地] 井手正則
3,4,3,3,ベルモントアクター,牡6,56,石崎隆之,1:40.1,クビ,---,1,506(+10),[地] 出川克己
4,5,6,8,ヒミツヘイキ,牡3,54,左海誠二,1:41.5,7,---,3,505(+10),[地] 岡林光浩
5,6,8,11,ユーエムアスキー,牡4,52,椎名広明,1:42.1,3,---,8,554(+11),[地] 白川章司
6,7,7,9,ミリオンヒット,牡5,56,的場文男,1:42.2,クビ,---,6,450(+5),[地] 藤江昭徳
7,8,7,10,マイシーズン,牡6,56,鈴木啓之,1:42.5,1.1/2,---,11,526(+14),[地] 高橋三郎
8,9,2,2,ビックトップラン,牡4,52,今野忠成,1:43.6,6,---,9,496(0),[地] 池田孝
9,10,5,6,ハタノバウンティ,セ5,54,桑島孝春,1:43.7,1/2,---,10,521(+8),[地] 佐藤賢二
10,11,6,7,カミスドリーム,牡5,54,秋田実,1:44.1,2,---,7,522(+8),[地] 佐藤賢二
11,12,1,1,ラックサウンド,牡7,52,脇田創,1:44.3,3/4,---,12,470(+8),[地] 渋谷信隆
