,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,3,エイシンロンバード,牡5,56,吉田稔,1:43.4,,15.8,7,498(-2),[西] 小崎憲
1,2,3,6,セレスクラブ,牡5,54,中舘英二,1:43.7,2,21.1,9,476(+2),[西] 鮫島一歩
2,3,5,10,スマートストリーム,牡6,56,岩田康誠,1:43.9,1.1/4,3.5,2,496(+4),[西] 大久保龍
3,4,1,1,アルバレスト,牡5,54,柴山雄一,1:44.1,1.1/4,59.0,12,476(+8),[東] 久保田貴
4,5,6,12,ゼンノトレヴィ,牡5,57,田島裕和,1:44.1,クビ,2.8,1,552(-6),[西] 藤沢則雄
5,6,2,4,マイネルトラヴェル,牡4,54,福永祐一,1:44.2,1/2,15.9,8,464(-2),[西] 柴田光陽
6,7,7,14,シンメイレグルス,牡5,56,藤岡佑介,1:44.3,3/4,13.7,5,464(+8),[西] 中村均
7,8,8,15,セフティーステージ,牡5,55,河北通,1:44.3,アタマ,8.4,3,498(+4),[西] 小野幸治
8,9,4,8,タガノシャンハイ,牡5,55,橋本美純,1:44.5,1,15.2,6,508(0),[西] 湯窪幸雄
9,10,4,7,サンマルセイコー,牝4,51,北村友一,1:44.7,1.1/4,73.6,13,474(+10),[東] 鈴木勝美
10,11,5,9,セレスケイ,牡4,54,石橋守,1:45.0,2,31.8,10,534(-10),[東] 和田正道
11,12,6,11,ヴィオラポンポーサ,牡6,50,中村将之,1:45.0,アタマ,102.4,14,458(-4),[東] 高木登
12,13,1,2,ヒカルバローロ,牡5,55,安藤勝己,1:45.0,ハナ,12.8,4,510(+10),[東] 二ノ宮敬
13,14,3,5,パラダイスリヴァー,牡9,51,梶晃啓,1:45.2,1,140.8,15,494(+4),[東] 田村康仁
14,15,8,16,タイラントシチー,牡7,56,松田大作,1:45.9,4,54.7,11,504(+10),[東] 田村康仁
15,16,7,13,ビッグシャーク,牡6,55,浜中俊,1:45.9,ハナ,160.3,16,516(+22),[西] 中尾正
