,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,フラテルニテ,牝7,55,的場文男,2:09.7,,6.4,4,506(+1),[地] 井上弘之
1,2,4,4,スギノマジェスティ,牡5,57,森泰斗,2:09.9,1,3.0,2,489(0),[地] 福永敏
2,3,6,7,コスモファルネーゼ,牡4,57,本橋孝太,2:10.2,1.3/4,2.6,1,494(+3),[地] 宗形竹見
3,4,7,9,ニッポンテイオー,牡8,57,澤田龍哉,2:10.4,1.1/4,6.3,3,489(+1),[地] 矢野義幸
4,5,6,6,マイネルアンファン,牡8,57,藤本現暉,2:10.5,クビ,27.7,7,526(+10),[地] 宗形竹見
5,6,2,2,ラヤス,牡4,55,笹川翼,2:10.5,クビ,15.1,5,530(+3),[地] 堀千亜樹
6,7,8,11,ネーロルチェンテ,牝6,53,山崎誠士,2:10.6,クビ,38.6,8,513(-6),[地] 堀千亜樹
7,8,3,3,スーラリュンヌ,牡8,57,石川駿介,2:11.1,2.1/2,57.2,9,510(-1),[地] 高橋清顕
8,9,7,8,シエロフェイス,牡4,55,矢野貴之,2:11.3,1,17.0,6,451(-2),[地] 澤佳宏
9,10,1,1,モンゲートラオ,牡6,55,張田昂,2:12.0,3.1/2,100.8,11,493(-1),[地] 上杉昌宏
10,11,8,10,ノーウェイ,牡8,56,新原周馬,2:12.2,3/4,68.7,10,512(0),[地] 福永敏
