,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,デルマキングオー,牡4,55,野口眞一,1:34.9,,---,1,501(+2),[地] 川嶋弘吉
1,2,2,2,シャコークロス,牡4,55,米田弘一,1:35.2,1.1/2,---,2,463(+3),[地] 森山英雄
2,3,6,6,アサヒデワールド,牡4,55,栗林宏,1:35.3,1/2,---,6,449(+7),[他] 大島美紀
3,4,3,3,トモノアオバ,牝4,54,丸山侯彦,1:35.6,1.1/2,---,4,435(+6),[他] 大島美紀
4,5,7,8,ノースゲーリー,牡4,55,佐川久芳,1:35.9,1.1/2,---,7,483(+4),[他] 星田幸作
5,6,1,1,ジェイクロス,牝6,54,舞木強,1:36.4,2.1/2,---,9,413(+4),[他] 小林守
6,7,7,7,オワリダイナ,牝5,54,矢菅清志,1:36.8,2,---,10,427(0),[地] 青木幸一
7,8,5,5,カリブフォンテン,牡4,55,加藤和宏,1:37.1,1.1/2,---,3,466(-3),[他] 澁谷武久
8,9,8,10,キンプウボーイ,牡4,55,横山克彦,1:38.6,7,---,5,470(+1),[他] 小林守
9,10,8,9,パールリードン,牡4,55,斎藤誠,1:39.6,5,---,8,508(+5),[地] 橋本茂喜
