,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,15,ペプチドバンブー,牡4,57,松田大作,1:36.8,,10.8,5,506(-6),[西] 武英智
1,2,3,5,グッバイガール,牝3,53,横山典弘,1:36.8,アタマ,3.3,1,486(-4),[東] 杉浦宏昭
2,3,4,8,フィールザファラオ,牡4,57,北村宏司,1:36.8,クビ,49.6,11,464(0),[東] 岩戸孝樹
3,4,2,3,エルモンストロ,牡3,55,福永祐一,1:36.9,クビ,5.1,3,466(-10),[西] 角居勝彦
4,5,3,6,サニークラウド,牡3,55,石橋脩,1:36.9,クビ,11.6,6,490(0),[東] 牧光二
5,6,6,12,バスカヴィル,牡5,57,戸崎圭太,1:37.2,1.1/2,9.0,4,476(-2),[東] 加藤征弘
6,7,7,14,オーケストラ,牡4,57,岩田康誠,1:37.3,1/2,33.1,10,486(0),[東] 斎藤誠
7,8,2,4,ホウオウライジン,牡3,55,坂井瑠星,1:37.3,クビ,25.7,8,484(+18),[西] 矢作芳人
8,9,6,11,ネオブレイブ,牡3,55,田辺裕信,1:37.8,3,29.7,9,504(+2),[東] 小西一男
9,10,1,1,フォルツァエフ,牡4,57,武豊,1:37.9,1/2,20.9,7,484(+6),[西] 森秀行
10,11,7,13,ヴァルディノート,牡4,57,北村友一,1:38.0,3/4,120.0,13,484(-4),[西] 音無秀孝
11,12,5,9,ケイアイパープル,牡3,55,ルメール,1:38.1,3/4,3.8,2,508(+2),[西] 村山明
12,13,1,2,サイモンジルバ,牝4,55,野中悠太,1:38.3,1.1/4,202.5,15,454(-4),[東] 根本康広
13,14,5,10,クアトレフォイル,牡4,57,三浦皇成,1:38.3,アタマ,259.2,16,490(-2),[東] 稲垣幸雄
14,15,8,16,メイショウノボサン,牡6,57,幸英明,1:38.7,2.1/2,71.2,12,462(-4),[西] 大橋勇樹
15,16,4,7,マイネルストラトス,牡5,57,藤岡佑介,1:38.8,1/2,133.1,14,494(+6),[東] 土田稔
