,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,エイシンカシオペア,牡2,55,須藤優,0:50.7,,8.8,5,443(+1),[地] 別府真司
1,2,4,4,ジョートップレディ,牝2,54,石本純也,0:51.3,3,6.0,3,450(0),[地] 田中伸一
2,3,2,2,エイシンオオゾラ,牡2,55,宮川実,0:51.5,1,9.6,7,475(+1),[地] 別府真司
3,4,8,10,バナージ,牡2,54,別府真衣,0:51.7,3/4,7.6,4,442(0),[地] 別府真司
4,5,8,9,コスモデビュタント,牝2,54,西川敏弘,0:52.0,1.1/2,4.6,2,412(+10),[地] 別府真司
5,6,5,5,アポロキュート,牝2,54,上田将司,0:52.3,1.1/2,83.5,9,402(+4),[地] 那俄性哲
6,7,6,6,レキシントンロード,牝2,54,赤岡修次,0:52.5,1,2.2,1,452(-4),[地] 別府真司
7,8,1,1,オールラウンド,牡2,53,山頭信義,0:52.5,クビ,9.2,6,459(-5),[地] 別府真司
8,9,7,7,アポロフェアリー,牝2,54,西森将司,0:53.1,3,114.8,10,430(+1),[地] 胡本友晴
9,10,3,3,バルツィーニ,牝2,52,下村瑠衣,0:53.7,3,65.6,8,445(+2),[地] 打越勇児
