,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,ホクザンフィールド,牡4,56,平松徳彦,2:01.1,,---,1,472(+7),[地] 橋本忠男
1,2,4,4,ロードバクシン,牡5,56,小牧太,2:01.2,3/4,---,2,433(0),[地] 曽和直栄
2,3,6,6,サンバコール,牡8,55,田中学,2:01.5,2,---,3,515(+5),[地] 西村守幸
3,4,3,3,クールテツオー,牡5,56,岩田康誠,2:01.7,1,---,4,452(-8),[地] 中野明
4,5,7,8,エイユータイヨウ,牡4,56,三野孝徳,2:03.0,8,---,6,471(0),[地] 西村守幸
5,6,8,10,エクスハリケーン,牡6,55,永島太郎,2:03.6,3.1/2,---,10,441(-6),[地] 橋本忠男
6,7,1,1,サンエムタイガー,牡7,55,宮西晃宏,2:03.7,3/4,---,9,492(+5),[地] 野田学
7,8,2,2,カネツダンサー,牡5,56,有馬澄男,2:04.1,2.1/2,---,7,472(+1),[地] 山本和之
8,9,8,9,ヒラカツアスカ,牝5,54,松平幸秀,2:04.3,3/4,---,8,484(-1),[地] 山元紀男
9,10,5,5,シュンエイゼネラル,牡6,55,赤木高太,2:05.7,8,---,5,502(-3),[地] 寺地隆
