,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,12,オリジナルフェイト,セ4,57,武豊,1:25.0,,2.0,1,510(-6),[西] 中竹和也
1,2,2,4,タマモスクワート,牡4,57,御神本訓,1:25.2,1.1/4,17.3,6,496(0),[東] 中川公成
2,3,7,14,マッチレスバロー,牡6,57,Ｍデムー,1:25.6,2.1/2,6.4,3,504(+8),[東] 萩原清
3,4,4,8,ブリリアントタイム,牡5,57,木幡初広,1:25.6,クビ,80.1,13,490(0),[東] 田中清隆
4,5,7,13,パープルストック,牝5,55,吉田隼人,1:25.7,クビ,16.7,5,476(-10),[東] 高橋祥泰
5,6,8,16,ラオムフェーレ,牡5,57,勝浦正樹,1:25.7,クビ,30.7,8,492(-6),[東] 保田一隆
6,7,8,15,レッツゴーヒチョリ,牡4,57,大野拓弥,1:25.8,クビ,83.7,14,544(+6),[東] 高橋祥泰
7,8,1,2,グリンガレット,牡7,57,柴山雄一,1:25.9,3/4,32.4,9,492(-4),[東] 粕谷昌央
8,9,5,10,チョウノヨウニマイ,牝5,55,松岡正海,1:26.1,1.1/4,42.6,10,496(-10),[東] 手塚貴久
9,10,4,7,トーセントゥルー,牡5,57,後藤浩輝,1:26.1,クビ,4.8,2,468(0),[東] 後藤由之
10,11,2,3,マルタカラッキー,牡4,57,丹内祐次,1:26.2,クビ,72.5,12,466(+2),[東] 清水美波
11,12,1,1,ブレイバー,牡6,57,横山典弘,1:26.2,アタマ,13.9,4,476(+10),[東] 和田正道
12,13,5,9,コパノカチドキ,牡6,57,吉田豊,1:26.2,ハナ,24.0,7,492(-4),[東] 小島太
13,14,3,6,マイネルオークベイ,牡5,57,石橋脩,1:26.8,3.1/2,173.6,16,498(+2),[東] 中野栄治
14,15,3,5,デュカス,牡6,57,蛯名正義,1:27.3,3,62.2,11,516(0),[東] 牧光二
15,16,6,11,エイミングポイント,牡7,56,三浦皇成,1:28.3,6,170.1,15,478(0),[東] 堀宣行
