,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,マエストロアニード,牝3,53,坂口重政,1:28.9,,---,3,466(+7),[地] 樋口富男
1,2,2,2,ヤスミダブリン,牡3,54,佐藤友則,1:29.1,1.1/2,---,1,474(+3),[地] 井上孝彦
2,3,5,5,ゴールデンジョージ,牡4,55,和田高明,1:29.2,クビ,---,9,485(-7),[地] 加藤保行
3,4,4,4,オースミキャリオン,牡3,54,湯前良人,1:29.7,2.1/2,---,2,494(+9),[地] 後藤保
4,5,8,9,マスアワジボーイ,牡4,55,上松瀬竜,1:29.7,アタマ,---,7,452(-4),[地] 岩田克己
5,6,6,6,マルカタンゴ,牡5,55,向山牧,1:30.0,1.1/2,---,5,492(+2),[地] 原隆男
6,7,7,8,ペリドットビーム,牡4,55,山崎真輝,1:30.3,1.1/2,---,4,475(-4),[地] 中山義宣
7,8,3,3,ゴールドセブン,牝6,52,大畑雅章,1:30.3,ハナ,---,8,421(-1),[地] 井上正
8,9,7,7,ゼンノケイツウ,牡4,55,川原正一,1:30.3,ハナ,---,6,531(+5),[地] 伊藤強一
9,10,8,10,ヒカリサンダー,牡7,55,古川彰,1:31.7,7,---,10,466(-3),[地] 藤田勝正
