,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ナンヨーウエスト,牝4,54,石橋脩,1:28.7,,5.9,3,457(+13),[東] 柴田政人
1,2,8,12,コックスグリーン,セ5,56,桑島孝春,1:29.0,1.1/2,5.8,2,450(-4),[地] 矢野義幸
2,3,5,5,ハタノギャラン,牝3,54,川島正太,1:29.1,3/4,12.2,5,463(-4),[地] 柿本政義
3,4,4,4,ライムライトシチー,牡3,56,吉田隼人,1:29.1,アタマ,6.8,4,490(+8),[東] 成島英春
4,5,6,7,サンライトライダー,牡4,54,酒井忍,1:29.1,アタマ,15.0,6,494(+4),[地] 小久保智
5,6,1,1,ヘイラホップ,牝4,54,見沢譲治,1:29.3,3/4,48.0,11,465(-5),[東] 成島英春
6,7,7,10,アプローチアゲン,牡4,56,御神本訓,1:29.3,クビ,15.3,7,462(0),[東] 中野栄治
7,8,8,11,スマートループ,牝3,54,水野貴史,1:29.6,1.1/2,24.2,8,466(+4),[東] 栗田博憲
8,9,3,3,ブラックホール,牝4,52,本橋孝太,1:29.7,1/2,79.0,12,443(-3),[地] 川島正一
9,10,5,6,ザモストトレジャー,牡4,56,山崎誠士,1:29.9,1,25.6,9,495(+6),[地] 田島寿一
10,11,7,9,ジェットコマチ,牝4,54,戸崎圭太,1:30.3,2,2.0,1,490(-7),[地] 玉井等
11,12,6,8,モンテグリーン,牝4,54,坂井英光,1:30.3,アタマ,44.2,10,472(+2),[東] 田村康仁
