,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,アドマイヤサイモン,牡3,56,四位洋文,1:48.0,,16.4,7,466(+6),[西] 松田博資
1,2,4,8,ベンジャミン,牡3,56,熊沢重文,1:48.2,1.1/4,208.4,17,498(-2),[西] 池添兼雄
2,3,7,14,ドリームバスケット,牡4,57,国分恭介,1:48.2,クビ,4.1,1,456(-4),[東] 阿部新生
3,4,2,4,コアレスドラード,牡3,56,武豊,1:48.3,1/2,27.9,10,444(-4),[西] 五十嵐忠
4,5,8,17,ラロメリア,牡3,56,幸英明,1:48.5,1,6.2,3,436(+12),[東] 久保田貴
5,6,6,12,スマッシュスマイル,牡3,56,オドノヒ,1:48.6,1/2,21.3,8,482(+2),[西] 長浜博之
6,7,1,1,ゴーゲッター,牡4,57,岡部誠,1:48.6,ハナ,10.3,6,546(+6),[西] 南井克巳
7,8,6,11,インディーグラブ,牡3,56,川田将雅,1:48.7,3/4,6.8,4,456(+16),[東] 堀宣行
8,9,3,5,テンペル,牡3,56,安藤勝己,1:48.8,3/4,7.0,5,478(+8),[西] 松永幹夫
9,10,5,9,ユキノサイレンス,牡4,57,川島信二,1:48.8,クビ,123.2,15,466(+4),[西] 領家政蔵
10,11,7,15,アイウォントユー,牡4,57,藤岡康太,1:48.8,ハナ,113.4,14,464(+6),[西] 梅田康雄
11,12,7,13,アドマイヤエレノア,牝3,54,デムーロ,1:48.8,アタマ,25.5,9,430(+16),[西] 友道康夫
12,13,2,3,マイティージュニア,牡3,56,渡辺薫彦,1:49.0,1.1/2,64.7,12,506(+8),[東] 小桧山悟
13,14,3,6,ウィンチェスター,牡3,56,秋山真一,1:49.1,クビ,5.2,2,468(+4),[東] 堀宣行
14,15,8,18,キャニオンブラウン,牡5,57,吉田稔,1:49.1,アタマ,89.6,13,482(-2),[西] 鈴木孝志
15,16,4,7,ネオザイオン,牡3,56,藤田伸二,1:49.3,1.1/4,33.8,11,450(-6),[西] 藤原英昭
16,17,1,2,マイネルハイセンス,牡3,55,高倉稜,1:49.4,クビ,148.0,16,484(+12),[東] 清水英克
17,18,8,16,ジョウショーツヨシ,牡3,56,岩崎祐己,1:49.5,1/2,589.7,18,458(+16),[西] 西橋豊治
