,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,12,ユキノアンビシャス,牡3,53,木幡育也,1:55.4,,2.7,1,486(0),[東] 新開幸一
1,2,2,3,サンマルアナザー,牡3,56,津村明秀,1:55.8,2.1/2,55.5,11,478(+12),[東] 和田勇介
2,3,8,14,トキメキジュピター,牡3,56,北村宏司,1:55.8,アタマ,6.0,3,486(-4),[東] 佐藤吉勝
3,4,6,11,シゲノブ,牡3,56,原田和真,1:56.1,2,3.4,2,496(-2),[東] 栗田徹
4,5,3,4,シカゴジャズ,牡3,56,石川裕紀,1:56.2,1/2,9.0,4,498(-4),[東] 黒岩陽一
5,6,4,7,プラーナ,牝3,51,山田敬士,1:56.6,2.1/2,38.1,9,464(-4),[東] 和田雄二
6,7,4,6,ゴールドキー,牡3,56,丸田恭介,1:56.7,クビ,12.1,5,482(+2),[東] 池上昌和
7,8,1,1,シゲルヤングコーン,牡3,56,柴田善臣,1:56.8,3/4,21.1,7,524(0),[東] 的場均
8,9,7,13,スピットバンク,牡3,56,森泰斗,1:56.9,1/2,80.1,13,510(+14),[東] 久保田貴
9,10,5,9,カプリロマン,牝3,54,武士沢友,1:57.3,2.1/2,73.2,12,434(+2),[東] 小桧山悟
10,11,3,5,ラルーナ,牝3,54,柴田大知,1:57.7,2.1/2,27.9,8,464(-2),[東] 古賀慎明
11,12,5,8,セトカ,牝3,53,木幡巧也,1:58.9,7,45.4,10,494(0),[東] 松永康利
12,13,2,2,ショウセイ,牡3,54,藤田菜七,1:59.9,6,20.5,6,462(-10),[東] 戸田博文
13,14,6,10,シャイニードラード,牡3,56,江田照男,2:00.1,1.1/4,293.7,14,498(+4),[東] 栗田博憲
14,15,8,15,サムソンフォンテン,牡3,56,佐藤友則,2:01.4,8,442.1,15,498(+16),[東] 石毛善彦
