,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,サイレントパンサー,牡3,56,後藤浩輝,1:40.5,,4.5,3.0,448(+2),[東] 萩原清
1,2,1,2,ロードオブザスター,牡3,56,藤田伸二,1:40.7,1.1/4,3.1,2.0,482(0),[西] 森秀行
2,3,7,14,ミヤギカリスマ,牡3,56,北村宏司,1:40.7,クビ,30.1,6.0,476(+4),[東] 高市圭二
3,4,2,3,キタサンダイオウ,牡3,56,武士沢友,1:40.7,ハナ,28.8,5.0,458(-4),[東] 中野渡清
4,5,5,9,ニューチャプター,牡3,56,村田一誠,1:41.2,3,71.0,8.0,546(-8),[東] 武藤善則
5,6,5,10,タイトルマン,牡3,56,勝浦正樹,1:41.6,2.1/2,116.6,13.0,492(-10),[東] 稗田研二
6,7,8,15,シャドウパルマン,牡3,56,吉田豊,1:41.7,1/2,95.8,11.0,450(-2),[東] 戸田博文
7,8,3,6,ウィナーズカード,牡3,56,松岡正海,1:41.8,クビ,16.4,4.0,470(-2),[東] 相沢郁
8,9,8,16,オートスピリット,牡3,56,小林淳一,1:41.8,クビ,172.7,14.0,468(0),[東] 土田稔
9,10,1,1,テキサスイーグル,牡3,56,田中剛,1:42.0,1,68.2,7.0,540(0),[東] 中川公成
10,11,4,7,アドマイヤパルサー,牡3,56,横山典弘,1:42.4,2.1/2,2.1,1.0,460(+6),[東] 河野通文
11,12,6,11,シルクアメイジング,牡3,56,江田照男,1:43.6,7,86.7,10.0,474(+6),[東] 境征勝
12,13,2,4,スティルファスター,牡3,56,中谷雄太,1:43.8,1.1/4,71.5,9.0,522(-4),[東] 水野貴広
13,14,4,8,ピエールシチー,牡3,56,伊藤直人,1:44.2,2.1/2,114.8,12.0,484(-24),[東] 斎藤誠
14,15,6,12,アンバーハード,牡3,56,石神深一,1:45.7,9,357.5,15.0,490(+8),[東] 佐藤吉勝
15,除,7,13,ヤマタケフレッシュ,牡3,56,蛯名正義,,,---,,470(-6),[東] 畠山重則
