,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,14,タマモネイヴィー,牡4,57,池添謙一,1:52.2,,20.4,6,496(-10),[西] 中竹和也
1,2,8,16,メイショウウタゲ,牡4,57,武幸四郎,1:52.5,2,4.0,2,510(0),[西] 安達昭夫
2,3,6,12,ミキノハルモニー,牡4,55,城戸義政,1:52.7,1.1/4,29.7,9,456(+4),[西] 大橋勇樹
3,4,5,9,ミツバ,牡3,52,鮫島克駿,1:53.2,3,5.0,3,444(-2),[西] 加用正
4,5,6,11,ヴィッセン,牡4,57,福永祐一,1:53.3,3/4,5.3,4,472(-4),[西] 石坂正
5,6,1,1,スズカウラノス,牡6,57,幸英明,1:53.4,1/2,20.6,7,466(+2),[西] 坪憲章
6,7,1,2,シンゼンガンプ,牡3,53,義英真,1:53.4,ハナ,82.8,13,460(-2),[西] 飯田祐史
7,8,7,13,ブチコ,牝3,53,内田博幸,1:53.5,クビ,3.7,1,486(+16),[西] 音無秀孝
8,9,3,6,トラキチシャチョウ,牡4,57,小林徹弥,1:53.9,2.1/2,153.7,15,486(-10),[西] 目野哲也
9,10,8,15,ショーグン,牡5,57,柴山雄一,1:53.9,アタマ,30.5,10,628(+2),[西] 千田輝彦
10,11,4,7,フジインザスカイ,牝4,55,川島信二,1:53.9,ハナ,59.6,12,466(-4),[西] 荒川義之
11,12,3,5,ダノングッド,牡3,55,太宰啓介,1:54.1,1.1/4,28.7,8,492(-8),[西] 村山明
12,13,5,10,ブレイクアウト,牡4,56,岩崎翼,1:54.3,1,137.6,14,478(0),[西] 本田優
13,14,2,3,ヒルノデンハーグ,牡3,55,鮫島良太,1:54.6,2,11.9,5,476(-2),[西] 昆貢
14,15,4,8,フィエルテ,牝3,53,和田竜二,1:55.1,3,47.3,11,472(-2),[西] 鈴木孝志
15,16,2,4,サンライズベーダー,セ5,57,国分恭介,1:56.2,7,155.2,16,482(-12),[西] 浜田多実
