,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,ブリヨンカズマ,牡4,60,蓑島靖典,3:12.7,,7.9,4,518(+4),[東] 高橋文雅
1,2,7,11,エンデュミオン,牡6,60,難波剛健,3:13.0,2,2.1,1,458(-8),[西] 清水久詞
2,3,6,9,ワールドスケール,牡6,60,小牧加矢,3:14.1,7,6.8,3,484(+4),[西] 村山明
3,4,4,5,ピンクダイヤ,牡4,60,森一馬,3:14.3,1.1/2,26.7,6,476(0),[西] 森秀行
4,5,2,2,ノーティアス,牡4,60,五十嵐雄,3:15.5,7,32.8,7,508(+4),[東] 宗像義忠
5,6,1,1,ニシノフウジン,牡4,60,江田勇亮,3:15.8,1.1/2,85.1,11,470(-2),[東] 中野栄治
6,7,8,14,コルドゥーン,牡7,60,井上敏樹,3:17.0,7,180.7,14,476(0),[東] 石栗龍彦
7,8,6,10,アイスジャイアント,セ4,57,水沼元輝,3:17.1,1/2,3.8,2,506(+8),[東] 高柳瑞樹
8,9,7,12,クリノサンシャイン,牝6,58,大庭和弥,3:17.1,アタマ,82.1,10,462(0),[東] 石毛善彦
9,10,5,7,トランペットシェル,セ6,60,上野翔,3:18.8,10,120.8,12,492(+6),[東] 戸田博文
10,11,5,8,エルデスペラード,牡4,60,田村太雅,3:19.0,1.1/4,34.9,8,456(-4),[西] 藤沢則雄
11,12,8,13,ワンダーウォール,牡5,60,小野寺祐,3:19.8,5,168.7,13,488(+2),[東] 鈴木慎太
12,13,3,3,オブデュモンド,セ5,60,大江原圭,3:31.9,大,58.0,9,520(+10),[東] 蛯名正義
13,中,4,6,ヤマニンガラッシア,牡6,60,石神深一,,,9.8,5,460(+8),[東] 辻哲英
