,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ローズキングダム,牡2,55,小牧太,1:48.9,,2.2,2,456(0),[西] 橋口弘次
1,2,8,11,ヴィクトワールピサ,牡2,55,武豊,1:49.0,3/4,1.8,1,514(0),[西] 角居勝彦
2,3,7,8,モーニングフェイス,牝2,54,岩田康誠,1:49.8,5,33.7,7,492(0),[西] 矢作芳人
3,4,7,9,ドリームマジシャン,牡2,55,角田晃一,1:50.1,2,30.3,6,478(0),[西] 宮本博
4,5,4,4,ラブファイナル,牝2,54,秋山真一,1:50.3,1,19.6,3,460(0),[西] 谷潔
5,5,6,7,スーサンキャプテン,牡2,55,和田竜二,1:50.3,同着,27.6,4,532(0),[西] 岩元市三
6,7,6,6,テイエムスプリング,牝2,51,国分恭介,1:50.4,1/2,80.5,10,440(0),[西] 五十嵐忠
7,8,5,5,シルクコスモス,牡2,55,松岡正海,1:50.5,クビ,50.3,8,440(0),[西] 北出成人
8,9,3,3,オファニエル,牝2,54,幸英明,1:50.7,1.1/4,27.9,5,458(0),[西] 梅田智之
9,10,8,10,ネオペンドラゴン,牡2,55,四位洋文,1:50.8,3/4,69.1,9,488(0),[西] 音無秀孝
10,11,2,2,ドリームメーカー,牝2,54,安部幸夫,1:51.0,1.1/2,93.3,11,394(0),[西] 村山明
