,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ネイバーアイランド,牝2,54,小野楓馬,1:43.5,,14.7,4,420(-4),[地] 山口竜一
1,2,8,10,フォルベルール,牡2,55,石川倭,1:43.7,1,2.2,2,502(+2),[地] 桧森邦夫
2,3,7,9,チャカルデブロンセ,牝2,54,服部茂史,1:44.9,6,6.6,3,444(-4),[地] 小野望
3,4,5,5,ファッベラ,牡2,55,五十嵐冬,1:45.5,3,17.1,5,442(+8),[地] 田中正二
4,5,6,6,トーケンリュウ,牡2,55,阿部龍,1:45.7,3/4,2.1,1,470(-2),[地] 佐々木国
5,6,6,7,パワースカイ,牡2,55,落合玄太,1:45.7,ハナ,36.5,6,442(-6),[地] 林和弘
6,7,2,2,キチキチバンバン,牡2,55,松井伸也,1:45.9,1,101.1,8,452(+2),[地] 斉藤正弘
7,8,3,3,スズノスケ,牡2,55,山本咲希,1:46.2,1.1/2,144.0,9,468(+6),[地] 田中淳司
8,9,7,8,クイーンズビュティ,牝2,54,岩橋勇二,1:47.5,6,56.9,7,432(+4),[地] 小国博行
9,10,8,11,サマーサクセション,牡2,55,黒澤愛斗,1:49.3,9,313.0,11,446(+6),[地] 林和弘
10,11,1,1,アイレスタイム,牝2,51,池谷匠翔,1:50.1,4,159.6,10,404(-2),[地] 堂山芳則
