,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ポセイドン,牡3,56,吉田晃浩,2:12.1,,2.9,1.0,431(-2),[地] 鋤田誠二
1,2,8,11,マイネルリボーン,牡3,56,米倉知,2:12.6,2.1/2,4.0,2.0,467(+1),[地] 高橋俊之
2,3,6,8,ルールゴールド,牡3,56,葛山晃平,2:13.1,2.1/2,13.8,7.0,476(0),[地] 高橋道雄
3,4,3,3,フレアリングメテオ,牡3,56,青柳正義,2:13.6,2.1/2,10.2,6.0,464(-4),[地] 中川雅之
4,5,7,10,アイディンビュー,牝3,54,寺地誠一,2:14.3,3,42.4,9.0,459(-6),[地] 赤間亨
5,6,2,2,ルシャトー,牝3,54,吉原寛人,2:14.4,1/2,5.9,4.0,464(+16),[地] 高橋俊之
6,7,8,12,ボーラキアーラ,牝3,54,平瀬城久,2:14.5,1/2,5.6,3.0,475(-8),[地] 中川雅之
7,8,6,7,ガッツオブトップ,牝3,54,松戸政也,2:14.6,クビ,53.1,10.0,461(-2),[地] 岩切敏男
8,9,7,9,マイネルルビウス,牡3,56,藤田弘治,2:14.8,1,8.7,5.0,469(+10),[地] 高橋俊之
9,10,5,5,アズマクリスエス,牡3,56,桑野等,2:15.2,2,132.6,11.0,520(+7),[地] 松野勝己
10,11,4,4,ダイワスペクター,牡3,56,尾島徹,2:15.2,ハナ,15.5,8.0,528(-2),[地] 高橋俊之
11,除,5,6,メジャーディーバ,牝3,54,畑中信司,,,---,,445(+3),[地] 中川雅之
