,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,マキバスナイパー,牡4,54,左海誠二,1:37.3,,---,3,500(+8),[地] 北川亮
1,2,8,12,レインボーオペラ,牝4,53,石井勝男,1:37.5,1,---,1,463(-1),[地] 函館喜弘
2,3,5,5,カシノトップイン,牝4,53,矢内博,1:37.8,1.1/2,---,7,480(-2),[地] 新井康夫
3,4,7,10,ノムラブラッキー,牝4,53,桑島孝春,1:37.9,3/4,---,2,458(+2),[地] 高松弘之
4,5,4,4,ラックサウンド,牡4,54,石崎隆之,1:38.3,2,---,5,460(+2),[地] 渋谷信隆
5,6,1,1,ミナミノマッハ,牝4,53,秋田実,1:38.8,2.1/2,---,9,399(+3),[地] 後藤稔
6,7,3,3,クリスタルオーカン,牡4,54,白田日出,1:39.2,2,---,12,464(-10),[地] 松代真
7,8,8,11,カガノビジン,牝4,53,森下博,1:39.2,クビ,---,11,479(+10),[地] 内野健二
8,9,6,7,トートツイン,牡4,51,左海修三,1:39.3,1/2,---,10,461(0),[地] 北川亮
9,10,5,6,クロスメロディ,牝4,53,小林真治,1:41.0,8,---,4,445(-8),[地] 小林文治
10,11,2,2,タイセンブーケ,牝4,53,佐藤祐樹,1:41.8,4,---,6,494(+9),[地] 熊坂光広
11,12,6,8,オンリーユー,牝4,53,張田京,1:43.1,6,---,8,455(+15),[地] 川村昭男
