,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,テキサスイーグル,牡4,56,柿原翔,1:44.1,,3.8,2,547(-2),[地] 藤ヶ崎一
1,2,6,6,プリミティーヴ,牡4,56,宇都英樹,1:44.7,3,1.3,1,492(-4),[地] 角田輝也
2,3,3,3,ナア,牝6,54,藤原良一,1:45.0,1.1/2,7.4,3,476(0),[地] 野島三喜
3,4,7,8,タカホーク,牡6,56,柴田直樹,1:46.1,5,39.7,5,511(-4),[地] 戸沢肇
4,5,7,7,マザーピクシー,牝4,54,丸野勝虎,1:47.0,4,49.3,6,442(-5),[地] 山本健二
5,6,8,9,エムジンマンボ,牡8,56,大畑雅章,1:47.9,4,65.0,7,518(0),[地] 井手上慎
6,7,1,1,アイゼンフース,セ6,56,筒井勇介,1:48.5,3,24.3,4,457(-3),[地] 山中輝久
7,8,4,4,メジャーオブラヴ,牝4,54,竹田吉秀,1:48.6,1/2,119.1,9,391(-5),[地] 坂口義幸
8,9,2,2,ホッカイシュガー,牝6,54,加藤利征,1:48.6,クビ,71.5,8,420(-2),[地] 成田明
9,10,8,10,ビクトリースタンド,牡5,56,清家義徳,1:49.3,3,178.6,10,486(-3),[地] 井手上慎
