,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,5,ジュリエットレター,牡4,57,矢野貴之,1:44.6,,9.3,4,510(+2),[地] 八木仁
1,2,5,7,ミライヘノマイ,牝4,53,増田充宏,1:44.9,1.1/2,6.1,3,487(-1),[地] 佐々木仁
2,3,6,9,エールドランジュ,牝5,55,中野省吾,1:45.5,3,2.3,1,472(-2),[地] 橋本和馬
3,4,8,13,アールルイス,牡7,57,町田直希,1:45.8,1.1/2,95.4,10,472(-8),[地] 宇野木博
4,5,7,11,ラインプライド,牡5,57,楢崎功祐,1:46.1,1.1/2,134.1,11,475(0),[地] 鷹見浩
5,6,8,14,ファビン,牝4,55,瀧川寿希,1:46.2,クビ,10.8,5,464(-1),[地] 水野貴史
6,7,4,6,ゴールドスガ,牡7,57,杉村一樹,1:46.4,1.1/2,27.4,8,460(-3),[地] 秋山重美
7,8,3,4,ティアラン,牝4,55,左海誠二,1:47.3,4,3.9,2,475(-7),[地] 飯田幸雄
8,9,1,1,ダイリングローバル,牡5,57,内田利雄,1:48.0,3,12.7,6,518(+7),[地] 佐々木功
9,10,7,12,シゲルエチゴ,牡4,57,真島大輔,1:48.5,2.1/2,21.1,7,479(+6),[地] 田島寿一
10,11,6,10,ヒルノクオリア,牡5,57,山崎真,1:48.8,1.1/2,157.4,14,470(-1),[地] 柘榴浩樹
11,12,2,2,フォースフル,牡6,57,笹川翼,1:48.8,アタマ,145.1,13,507(+4),[地] 飯田幸雄
12,13,3,3,アポロオラクル,牡5,57,山林堂信,1:49.5,3,144.1,12,467(+1),[地] 池田孝
13,14,5,8,クレバーアポロ,牡6,57,金子正彦,1:51.5,大,67.8,9,488(-3),[地] 冨田敏男
