,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,13,プリエミネンス,牝4,53,柴田善臣,1:39.7,,2.8,2,458(+10),[東] 伊藤圭三
1,2,3,6,ブランディス,牡4,55,ペリエ,1:40.1,2.1/2,14.9,5,446(+14),[東] 藤原辰雄
2,3,8,15,トリニティー,牝4,53,Ｍデムー,1:40.4,1.3/4,23.2,6,454(-8),[東] 星野忍
3,4,3,5,ケイアイライアン,牡4,55,横山典弘,1:40.5,クビ,24.9,8,468(-4),[東] 久恒久夫
4,5,2,4,マイネガナドール,牝4,53,徳吉孝士,1:41.0,3,2.5,1,444(0),[東] 内藤一雄
5,6,8,16,ローランボクスター,牡4,55,岡部幸雄,1:41.4,2.1/2,34.2,10,458(+4),[東] 中野渡清
6,7,7,14,サクラワッショイ,牡4,54,北村宏司,1:41.6,1,160.5,15,422(-2),[東] 石毛善彦
7,8,1,2,コンバットショット,牡4,55,小野次郎,1:41.6,アタマ,10.4,3,454(+4),[東] 伊藤伸一
8,9,6,12,ホシノベストタイム,牡4,55,郷原洋司,1:41.7,3/4,65.0,13,416(+4),[東] 古賀史生
9,10,5,9,サンライズブリッジ,牡4,55,金子正彦,1:41.8,1/2,46.6,12,464(+12),[地] 八木正喜
10,11,5,10,タカミコタン,牝4,53,田面木博,1:42.0,1.1/4,24.3,7,428(-2),[東] 高松邦男
11,12,1,1,サンライトオージ,牡4,55,田中勝春,1:42.0,クビ,31.0,9,490(-2),[東] 土田稔
12,13,4,7,アミフジスペシャル,牡4,52,江田勇亮,1:42.1,クビ,91.3,14,486(+2),[東] 矢野照正
13,14,2,3,アイリーンズハート,牝4,51,二本柳壮,1:42.1,クビ,37.6,11,414(0),[東] 鈴木康弘
14,15,6,11,エフテーシャンハイ,牝4,53,江田照男,1:42.3,1.1/4,13.6,4,468(+4),[東] 西塚安夫
15,16,4,8,エンジェルマミー,牝4,53,工藤勉,1:43.7,9,716.1,16,390(0),[地] 井田荘一
