,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,サトノタイガー,牡6,58,吉原寛人,1:10.8,,5.5,3,472(+2),[地] 小久保智
1,2,2,2,ゴーディー,牡6,58,的場文男,1:10.8,ハナ,9.3,6,490(-1),[地] 赤嶺本浩
2,3,4,4,サトノデートナ,牡6,55,川島正太,1:11.4,3,6.8,4,510(+2),[地] 川島正行
3,4,3,3,ヤサカファイン,牡8,58,有年淳,1:11.5,クビ,80.3,10,490(-2),[地] 鷹見浩
4,5,6,8,トレボーネ,セ6,55,本橋孝太,1:11.5,ハナ,38.0,8,451(+5),[地] 椎名広明
5,6,6,7,ジェネラルグラント,牡4,58,石崎駿,1:11.5,ハナ,3.9,2,531(+4),[地] 出川克己
6,7,1,1,コアレスピューマ,牡10,57,岡部誠,1:11.5,クビ,113.6,11,461(-2),[地] 坂本昇
7,8,5,5,アルゴリズム,牡6,57,町田直希,1:11.7,3/4,3.1,1,491(-1),[地] 堀千亜樹
8,9,8,11,ハードデイズナイト,牝4,56,山崎誠士,1:12.8,5,16.6,7,485(+13),[地] 佐々木仁
9,10,7,9,スマートキャスター,セ9,55,高野誠毅,1:13.3,2.1/2,273.0,12,482(+8),[地] 上杉昌宏
10,11,7,10,メリーウェザー,牝4,51,東川公則,1:13.4,クビ,8.2,5,537(+11),[地] 村上頼章
11,12,8,12,ミヤサンキューティ,牝6,56,笹川翼,1:14.5,5,48.5,9,534(-6),[地] 米田英世
