,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,カツゲキキトキト,牡8,57,丹羽克輝,1:56.7,,5.9,3,524(0),[地] 錦見勇夫
1,2,3,3,ナムラマホーホ,牡4,57,岡部誠,1:56.8,1/2,1.8,1,462(+10),[地] 藤ヶ崎一
2,3,7,7,タイガーアチーヴ,牡5,57,宮下瞳,1:57.2,2,11.2,5,462(-2),[地] 原口次夫
3,4,1,1,ロッキーブレイヴ,牡3,53,加藤聡一,1:57.8,3,10.0,4,517(-7),[地] 竹下直人
4,5,6,6,ビオロンスコッツ,牡4,57,山田祥雄,1:59.2,7,142.7,9,466(0),[地] 藤ヶ崎一
5,6,8,10,ブンブンマル,牡3,55,戸部尚実,1:59.3,クビ,4.2,2,482(+18),[地] 川西毅
6,7,7,8,ブルーヘスター,セ4,57,丸山真一,1:59.6,1.1/2,145.5,10,502(-2),[地] 坂口義幸
7,8,8,9,グットクルサマー,セ6,57,丸野勝虎,2:00.0,2,27.5,7,470(0),[地] 安部幸夫
8,9,5,5,コーカス,セ7,57,大畑雅章,2:00.5,2.1/2,22.7,6,510(+12),[地] 安部幸夫
9,10,4,4,メモリーパール,牝5,56,友森翔太,2:02.6,大,48.6,8,455(+1),[地] 塚田隆男
