,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ミナミノゴージャス,牡6,59,田口大二,3:35.7,,5.2,4,472(+8),[東] 河野通文
1,2,1,1,ホッカイマーカム,牡6,61,横山義行,3:35.9,1.1/2,4.6,3,484(+4),[東] 柴田政人
2,3,7,7,マチカネスサノオ,牡7,59,白浜雄造,3:36.2,1.3/4,4.4,2,458(-4),[西] 浅見秀一
3,4,4,4,トピカルコレクター,牡8,59,大江原隆,3:36.8,3.1/2,13.1,6,472(+4),[東] 大久保洋
4,5,7,8,メイショウダリウス,セ6,59,嘉堂信雄,3:38.3,9,34.3,9,462(-6),[西] 飯田明弘
5,6,5,5,シンコウリーダー,セ8,60,田中剛,3:39.5,7,3.6,1,486(0),[東] 国枝栄
6,7,6,6,アポンマイワード,牡6,59,江田勇亮,3:39.7,1,16.8,8,464(-6),[東] 矢野照正
7,8,8,10,マリッジギフト,牝5,58,宗像徹,3:40.4,4,16.4,7,464(+2),[東] 小西一男
8,9,3,3,ベルウイナー,牡9,59,山本康志,3:40.4,アタマ,8.7,5,494(-6),[東] 宗像義忠
9,10,8,9,アイノブラザー,牡5,59,浜野谷憲,3:47.9,大,47.5,10,442(-2),[東] 成宮明光
