,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,6,ブルーコンコルド,牡2,53,池添謙一,1:09.4,,1.5,1,480(-8),[西] 服部利之
1,2,5,7,ライブリサクセス,牡2,50,小坂忠士,1:10.3,5,6.4,3,418(0),[西] 湯窪幸雄
2,3,7,11,サマースノウ,牝2,53,秋山真一,1:10.3,ハナ,4.3,2,470(+2),[西] 木原一良
3,4,1,1,キタサンミラージュ,牝2,53,佐藤哲三,1:10.7,2.1/2,14.4,4,464(-4),[西] 橋口弘次
4,5,8,14,ヤマシロホマレ,牝2,53,角田晃一,1:10.8,1/2,27.4,5,444(+2),[西] 鶴留明雄
5,6,2,2,プライマリーケア,牡2,53,牧田和弥,1:10.9,3/4,171.6,12,452(+8),[西] 福島勝
6,7,8,13,ウォータームーン,牝2,53,久保田英,1:11.1,1.1/4,57.8,8,438(-10),[西] 田所秀孝
7,8,6,10,エイシンヤング,牡2,53,野元昭嘉,1:11.1,アタマ,162.2,11,478(-10),[西] 野元昭
8,9,4,5,ナンゴクタイヨウ,牡2,50,柴原央明,1:11.2,クビ,128.2,10,464(-6),[西] 服部利之
9,10,3,4,カシノエイブル,牝2,53,熊沢重文,1:11.7,3,95.3,9,438(+4),[西] 梅内忍
10,11,7,12,マイネルガーランド,牡2,53,石橋守,1:12.3,3.1/2,37.5,6,466(+4),[西] 安藤正敏
11,12,6,9,マダムシャイン,牝2,50,高野容輔,1:12.7,2.1/2,43.3,7,448(-8),[西] 五十嵐忠
12,13,3,3,パリスアポロ,牡2,53,高橋亮,1:14.3,10,210.2,13,458(+6),[西] 島崎宏
13,14,5,8,メイショウシラユリ,牝2,53,仲田雅興,1:14.3,アタマ,273.8,14,466(0),[西] 福島勝
