,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,ケイアイレオ,牡2,55,木幡初広,1:40.4,,44.2,9,528(+2),[東] 石毛善彦
1,2,4,8,オリオンザジャパン,牡2,55,ムーア,1:40.4,クビ,2.8,1,476(+6),[東] 小西一男
2,3,2,3,ハブアストロール,牡2,55,田中勝春,1:40.7,2,5.6,3,514(+2),[東] 松山将樹
3,4,6,12,モルダバイト,牡2,55,内田博幸,1:41.0,1.3/4,2.8,2,522(+2),[東] 新開幸一
4,5,3,6,ドリームアース,牡2,55,藤岡佑介,1:41.1,1/2,104.7,12,474(+6),[東] 小桧山悟
5,6,5,9,ポンデザムール,牡2,55,シュタル,1:41.3,1.1/2,17.7,5,498(-4),[東] 本間忍
6,7,1,1,ミッキールドラ,牡2,55,松岡正海,1:41.4,クビ,8.7,4,490(+4),[東] 国枝栄
7,8,8,15,ヤマイチコンコルド,牡2,52,杉原誠人,1:41.5,1/2,213.8,15,482(0),[東] 大江原哲
8,9,7,13,ヴェルフェン,牡2,55,蛯名正義,1:41.6,クビ,22.5,7,486(-2),[東] 田村康仁
9,10,4,7,テッシン,牡2,55,大野拓弥,1:41.6,クビ,178.6,14,416(-8),[東] 中野栄治
10,11,2,4,ヤマニンビルトゥズ,牡2,55,伊藤工真,1:41.6,ハナ,22.3,6,482(-4),[東] 黒岩陽一
11,12,6,11,ニシノオドリコ,牝2,54,武士沢友,1:41.7,1/2,42.5,8,462(0),[東] 小桧山悟
12,13,7,14,キルタンサス,牡2,55,浜中俊,1:42.5,5,112.4,13,442(+2),[東] 土田稔
13,14,8,16,ウチケンジェーニオ,牡2,55,江田照男,1:42.6,クビ,251.1,16,446(+4),[東] 佐藤吉勝
14,15,1,2,パンドラローズ,牝2,54,柴田大知,1:42.9,2,63.1,10,460(+14),[東] 武市康男
15,16,3,5,ウエスタンカリーナ,牝2,54,岩田康誠,1:46.7,大,104.4,11,482(-8),[東] 古賀史生
