,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,エスポワールシチー,牡8,57,後藤浩輝,1:27.1,,1.7,1,506(+6),[西] 安達昭夫
1,2,6,7,ドリームバレンチノ,牡6,57,Ｍ．デム,1:27.4,1.1/2,10.0,5,491(+3),[西] 加用正
2,3,5,6,セイクリムズン,牡7,57,岩田康誠,1:27.5,1/2,6.6,3,523(+8),[西] 服部利之
3,4,7,10,テスタマッタ,牡7,57,川田将雅,1:27.7,1,7.2,4,515(+4),[西] 村山明
4,5,3,3,セイントメモリー,牡6,57,本橋孝太,1:27.8,3/4,18.1,6,495(+11),[地] 月岡健二
5,6,2,2,サミットストーン,牡5,57,吉原寛人,1:28.9,5,252.7,7,549(-2),[地] 加藤和義
6,7,1,1,タイセイレジェンド,牡6,57,内田博幸,1:29.0,1/2,3.4,2,538(+15),[西] 矢作芳人
7,8,4,4,ファイアーフロート,牡7,57,宮川実,1:29.1,1/2,609.9,9,492(+9),[地] 松木啓助
8,9,5,5,コスモワッチミー,牡5,57,赤岡修次,1:29.3,1,813.2,12,495(-5),[地] 田中守
9,10,7,9,トウホクビジン,牝7,55,佐藤友則,1:29.6,1.1/2,371.5,8,448(+17),[地] 笹野博司
10,11,6,8,ブレーヴキャンター,牡7,57,平瀬城久,1:30.5,4,807.2,11,552(+7),[地] 雑賀正光
11,12,8,11,ギオンゴールド,牝7,55,山口勲,1:32.0,7,636.4,10,473(-18),[地] 九日俊光
