,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ゲイリーファング,牡8,55,宮川実,1:33.7,,2.5,2,503(+2),[地] 宮路洋一
1,2,2,2,ミルスペック,牡4,54,別府真衣,1:33.7,アタマ,30.7,6,465(+1),[地] 平和人
2,3,8,10,マイネルフルーク,牡8,55,中西達也,1:34.2,2.1/2,2.4,1,508(-2),[地] 松木啓助
3,4,7,7,マツリダタロウ,牡8,52,本田紀忠,1:34.3,1/2,46.0,7,501(-1),[地] 田中守
4,5,8,9,ミスサイレンス,牝7,54,永森大智,1:34.8,2.1/2,4.6,3,471(+2),[地] 田中守
5,6,4,4,スパイナルコード,牡4,55,西川敏弘,1:34.9,1/2,20.5,5,459(+2),[地] 大関吉明
6,7,6,6,ビッグフラワー,牝6,54,上田将司,1:35.2,1.1/2,5.6,4,457(+3),[地] 田中譲二
7,8,7,8,バードクン,牡7,53,森井美香,1:35.4,1,137.9,8,511(-1),[地] 大関吉明
8,9,3,3,エイシンハルピン,セ7,55,目迫大輔,1:37.3,9,183.8,9,464(+1),[地] 田中守
9,中,5,5,ジャックポット,牡5,55,明神繁正,,,275.7,10,465(+1),[地] 田中譲二
