,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,マキバスナイパー,牡4,55,左海誠二,1:43.3,,---,2,496(-1),[地] 北川亮
1,2,3,3,アズマエース,牡4,55,石崎隆之,1:43.4,1/2,---,1,523(+9),[地] 小桧山悦
2,3,4,4,トレシャインボーイ,牡4,55,佐藤隆,1:43.7,1.1/2,---,3,464(-10),[地] 新井康夫
3,4,2,2,サストレディー,牝4,54,椎名広明,1:43.8,3/4,---,8,445(+4),[地] 後藤稔
4,5,7,8,フォトプラス,牡4,53,鈴木千予,1:44.0,1,---,6,467(+4),[地] 鈴木総介
5,6,1,1,アズマリバー,牡4,55,山中尊徳,1:44.6,3,---,4,485(-9),[地] 小桧山悦
6,7,8,9,ヘイセイアロング,牝4,54,張田京,1:44.6,クビ,---,5,494(+9),[地] 佐藤賢二
7,8,5,5,タイヨーカラー,牝4,54,白田日出,1:45.0,2,---,7,497(-1),[地] 出川巳代
8,9,6,6,コンバットリュウオ,牡4,52,左海修三,1:45.0,アタマ,---,9,471(-4),[地] 岡林光浩
9,10,8,10,オオトネディライト,牡4,55,矢内博,1:47.8,大,---,10,452(+12),[地] 江川秀三
