,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,サイダイゲンカイ,牡2,54,服部茂史,1:13.2,,2.5,1,484(+10),[地] 田中淳司
1,2,1,1,スティールグレート,牡2,54,桑村真明,1:13.3,1/2,5.3,3,514(+2),[地] 角川秀樹
2,3,6,9,リーチ,牡2,54,井上俊彦,1:13.4,1/2,3.4,2,510(-14),[地] 林和弘
3,4,2,2,ノットリグレット,牡2,54,岩橋勇二,1:13.5,1/2,35.6,9,438(+4),[地] 田中淳司
4,5,6,8,ハートプレイス,牡2,54,吉村智洋,1:13.8,1.1/2,14.5,5,472(+6),[地] 角川秀樹
5,6,7,10,ラジアントエンティ,牝2,54,阿部龍,1:13.9,1/2,7.5,4,472(0),[地] 角川秀樹
6,7,8,12,デジタルシティ,牝2,54,石川倭,1:14.3,2,144.7,12,436(-2),[地] 桧森邦夫
7,8,7,11,シンタロウ,牡2,54,宮崎光行,1:14.3,ハナ,38.9,10,502(+2),[地] 田中淳司
8,9,4,5,ラッキードリーム,牡2,54,岡部誠,1:14.4,1/2,28.8,6,492(0),[地] 林和弘
9,10,4,4,トウキョウボーイ,牡2,54,五十嵐冬,1:14.7,1.1/2,34.9,8,462(+4),[地] 川島洋人
10,11,8,13,トンデコパ,牝2,54,落合玄太,1:15.2,2.1/2,56.8,11,430(+6),[地] 田中淳司
11,12,5,7,ランブラー,牝2,54,松井伸也,1:15.6,2,220.7,13,452(-2),[地] 小野望
12,13,3,3,スマイルミュ,牝2,54,阪野学,1:16.8,6,34.3,7,496(+10),[地] 村上正和
