,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,5,フワトロ,牝7,55,森泰斗,2:13.8,,10.1,5,497(+8),[地] 林隆之
1,2,7,12,フォルベルール,牡4,57,町田直希,2:14.4,3,4.6,2,541(+4),[地] 久保秀男
2,3,4,6,マイネルカガヤキ,牡5,55,橋本直哉,2:14.4,アタマ,21.3,6,501(-8),[地] 平山真希
3,4,6,9,リーチアディール,牡4,55,矢野貴之,2:14.6,3/4,2.4,1,546(+11),[地] 加藤誠一
4,5,3,4,ロンリーウェイ,牡6,55,張田昂,2:14.9,1.1/2,124.8,11,484(-3),[地] 川島正一
5,6,3,3,コスモビックラコグ,セ6,55,和田譲治,2:15.3,2,21.9,7,473(-8),[地] 今井輝和
6,7,6,10,グーガルドリームズ,セ5,55,福原杏,2:15.5,1,123.6,10,484(-11),[地] 水野貴史
7,8,2,2,グレイトムーン,牡5,55,本橋孝太,2:16.2,3,5.8,4,478(-7),[地] 山下貴之
8,9,8,13,ウン,牡3,53,笹川翼,2:16.2,ハナ,5.2,3,477(+3),[地] 河津裕昭
9,10,1,1,シュンノカミ,牡8,54,古岡勇樹,2:16.2,クビ,256.5,14,499(-2),[地] 加藤誠一
10,11,5,7,パラダイムチェンジ,牡5,55,藤本現暉,2:16.7,2.1/2,235.8,13,481(-1),[地] 山越光
11,12,5,8,ヒートアップハート,セ4,57,岡村健司,2:16.8,1/2,36.6,8,476(-1),[地] 内田勝義
12,13,7,11,リョウガ,セ5,57,櫻井光輔,2:17.2,2,54.6,9,439(-5),[地] 古澤悟
13,14,8,14,エイシンボールディ,牡6,54,野畑凌,2:17.8,3,128.8,12,445(-3),[地] 工藤伸輔
