,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,トキワノマツカゼ,牡7,56,吉田晃浩,1:36.7,,2.0,1,521(+8),[地] 佐藤茂
1,2,1,1,エイダイボルト,牡6,56,川添明弘,1:36.8,クビ,3.9,2,429(+2),[地] 佐藤茂
2,3,2,2,デミチンタ,牡5,56,吉原寛人,1:37.2,2,24.8,6,466(-7),[地] 宗綱泰彦
3,4,5,5,ガンズオブナバロン,牡7,56,青柳正義,1:37.5,1.1/2,4.0,3,505(+6),[地] 中川雅之
4,5,8,10,ウーシエンダー,牡5,56,松戸政也,1:37.6,1/2,41.5,9,482(+8),[地] 鋤田誠二
5,6,8,11,マーベラスキング,牡6,56,藤田弘治,1:37.8,3/4,9.3,4,487(-10),[地] 黒木豊
6,7,3,3,ミミチャン,牝5,54,鈴木太一,1:38.0,1,30.7,8,478(-2),[地] 中川雅之
7,8,7,9,ヒカルルーキー,牡7,56,寺地誠一,1:38.4,2,11.1,5,489(-4),[地] 佐藤茂
8,9,7,8,エタニティ,牝4,54,堀場裕充,1:38.5,3/4,306.5,11,500(+2),[地] 加藤和義
9,10,4,4,マンドリーカ,牡6,56,葛山晃平,1:39.1,3,109.5,10,484(+4),[地] 菅原欣也
10,11,6,7,ヤマチョウサン,牡7,56,平瀬城久,1:39.1,クビ,29.5,7,465(+2),[地] 黒木豊
