,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,15,ストライクイーグル,牡7,58,御神本訓,1:54.0,,32.4,8.0,513(-7),[地] 藤田輝信
1,2,7,14,ノンコノユメ,セ8,58,真島大輔,1:54.1,3/4,2.5,1.0,452(+6),[地] 荒山勝徳
2,3,5,9,ワークアンドラブ,牡5,58,笹川翼,1:54.5,2,19.9,6.0,473(+10),[地] 荒山勝徳
3,4,3,5,タービランス,牡7,57,酒井忍,1:54.6,クビ,8.4,4.0,532(-2),[地] 水野貴史
4,5,1,1,サウンドトゥルー,セ10,58,森泰斗,1:54.6,クビ,6.4,3.0,470(-2),[地] 佐藤裕太
5,6,6,11,バンズーム,牡9,57,岡村健司,1:54.8,1.1/4,107.8,12.0,487(+6),[地] 佐藤裕太
6,7,4,8,リンゾウチャネル,牡4,57,繁田健一,1:55.1,1.1/2,13.1,5.0,515(+24),[地] 矢野義幸
7,8,2,4,マイネルバサラ,牡7,57,本橋孝太,1:55.1,ハナ,69.8,11.0,492(+4),[地] 小久保智
8,9,3,6,サブノクロヒョウ,牡7,57,西啓太,1:55.8,3.1/2,342.6,14.0,488(-2),[地] 阪本一栄
9,10,1,2,ゴールデンブレイヴ,牡7,55,矢野貴之,1:55.9,1/2,21.1,7.0,499(-2),[地] 藤田輝信
10,11,5,10,マルカンセンサー,牝5,55,的場文男,1:56.3,2,41.3,10.0,512(-1),[地] 高野毅
11,12,8,16,ウマノジョー,牡7,57,楢崎功祐,1:56.4,3/4,598.0,15.0,512(+1),[地] 栗田裕光
12,13,4,7,オールブラッシュ,牡8,58,本田正重,1:56.5,1/2,39.6,9.0,495(-9),[地] 藤田輝信
13,14,2,3,サノサマー,牡6,57,町田直希,1:57.3,4,272.7,13.0,475(-2),[地] 蛯名雄太
14,中,6,12,ヒカリオーソ,牡4,57,山崎誠士,,,3.3,2.0,470(-6),[地] 岩本洋
15,除,7,13,ヒガシウィルウィン,牡6,57,石崎駿,,,---,,計不,[地] 米谷康秀
