,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,グランデラムジー,牡6,56,赤岡修次,1:43.4,,3.8,2,483(+2),[地] 田中守
1,2,6,6,ゴールドプリンス,牡6,56,倉兼育康,1:43.6,1,4.6,4,528(+3),[地] 別府真司
2,3,2,2,モズヘラクレス,牡6,56,山崎雅由,1:44.0,2,51.4,9,548(+2),[地] 田中譲二
3,4,7,7,ハルノインパクト,牡4,56,西川敏弘,1:44.8,4,4.6,3,504(+3),[地] 宮路洋一
4,5,4,4,ペイシャクレア,牝6,54,畑中信司,1:44.9,クビ,10.5,5,439(+2),[地] 別府真司
5,6,7,8,ダノンジャスティス,セ6,56,上田将司,1:44.9,アタマ,14.1,7,487(+3),[地] 別府真司
6,7,5,5,グリードパルフェ,牡6,56,林謙佑,1:44.9,クビ,12.0,6,461(-5),[地] 田中守
7,8,1,1,グランシュマン,牡7,56,郷間勇太,1:45.3,2,3.8,1,492(+2),[地] 田中守
8,9,8,9,スコルピウス,セ6,56,岡村卓弥,1:45.6,1.1/2,44.0,8,465(-4),[地] 雑賀正光
9,10,3,3,アイアンブルー,セ8,56,佐原秀泰,1:47.0,7,92.6,10,469(+4),[地] 中西達也
