,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,ミラクルレジェンド,牝3,55.0,岩田康誠,1:52.5,,3.3,2,429(+1),[西] 藤原英昭
1,2,8,13,ザッハーマイン,牝5,54.0,的場文男,1:52.8,1.1/2,3.5,3,502(+6),[地] 出川克己
2,3,6,10,トウホクビジン,牝4,52.0,本橋孝太,1:54.0,6,243.4,10,424(-4),[地] 山中輝久
3,4,4,5,コールニーシュ,牝5,51.0,戸崎圭太,1:54.3,1.1/2,70.5,8,496(+3),[地] 川村昭男
4,5,8,14,テイエムヨカドー,牝6,53.0,森泰斗,1:54.5,1,29.2,4,474(-1),[地] 渋谷信博
5,6,7,11,コロニアルペガサス,牝3,51.0,吉井友彦,1:54.8,1.1/2,493.6,14,470(-4),[地] 山中輝久
6,7,6,9,メイショウバトラー,牝10,56.0,福永祐一,1:55.0,1,35.0,5,506(-1),[西] 高橋成忠
7,8,3,4,ライネスゴルト,牝5,51.0,五十嵐冬,1:55.0,クビ,41.3,6,453(-3),[地] 堂山芳則
8,9,1,1,ヤマトマリオン,牝7,56.0,幸英明,1:55.2,3/4,44.4,7,479(+10),[西] 安達昭夫
9,10,5,8,トーセンバスケット,牝5,52.0,張田京,1:55.2,ハナ,87.3,9,499(-6),[地] 川島正一
10,11,5,7,シスターエレキング,牝5,52.0,山田信大,1:55.2,クビ,251.5,11,445(+5),[地] 出川龍一
11,12,7,12,ベルモントプロテア,牝6,52.0,坂井英光,1:55.8,3,296.2,12,504(-2),[地] 太田進
12,13,4,6,ブラボーデイジー,牝5,56.5,武豊,1:56.0,1,1.7,1,533(-1),[西] 音無秀孝
13,14,2,2,アクセルファイヤー,牝6,52.0,水野貴史,1:56.7,4,463.6,13,415(+2),[地] 酒井一則
