,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,メタスペクター,牡5,57,篠谷葵,1:42.4,,8.6,4.0,473(+3),[地] 張田京
1,2,8,10,ビクトリーサイト,牡5,57,御神本訓,1:43.0,3,2.5,1.0,494(+13),[地] 矢野義幸
2,3,3,3,キャッスルブレイヴ,牡4,57,西啓太,1:43.3,1.1/2,44.5,7.0,489(-1),[地] 渋谷信博
3,4,1,1,トーキョーサバク,牡7,57,石崎駿,1:43.5,1,3.7,2.0,506(-2),[地] 佐藤裕太
4,5,2,2,ホワイトヘッド,牡7,57,本橋孝太,1:43.8,1.1/2,10.3,6.0,539(+2),[地] 川島正一
5,6,8,9,ハディア,牡6,57,臼井健太,1:44.3,2.1/2,69.5,9.0,466(+3),[地] 佐々木功
6,7,4,4,メイショウタニカゼ,牡5,55,矢野貴之,1:44.8,2.1/2,4.6,3.0,485(+10),[地] 山田信大
7,8,6,6,イテザ,牡6,55,川島正太,1:44.9,クビ,60.3,8.0,487(+5),[地] 佐々木清
8,9,5,5,フクノアルズ,セ4,57,笠野雄大,1:46.2,6,8.6,5.0,496(-1),[地] 佐藤裕太
9,除,7,7,ピースマッチング,セ5,55,本田正重,,,---,,455(-20),[地] 山下貴之
