,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,10,メーデイア,牝5,56,浜中俊,1:39.9,,1.7,1,490(-1),[西] 笹田和秀
1,2,5,7,レッドクラウディア,牝4,56,内田博幸,1:40.5,3,5.0,3,475(-5),[西] 石坂正
2,3,8,14,スティールパス,牝6,56,福永祐一,1:40.9,2,3.0,2,471(-5),[西] 松田国英
3,4,4,5,マニエリスム,牝5,55,今野忠成,1:41.1,1,111.0,6,485(-2),[地] 川島正行
4,5,5,8,トウホクビジン,牝7,55,佐藤友則,1:41.2,クビ,539.0,12,441(+8),[地] 笹野博司
5,6,3,3,アドマイヤインディ,牝7,55,宮川実,1:42.2,5,231.3,8,463(+2),[地] 打越勇児
6,7,7,12,オーシャンフリート,牝5,55,藤田伸二,1:42.3,クビ,6.9,4,495(+3),[西] 昆貢
7,8,3,4,エミーズパラダイス,牝4,55,石崎駿,1:42.8,2.1/2,28.1,5,470(-1),[地] 川島正行
8,9,8,13,リアライズノユメ,牝5,55,左海誠二,1:43.2,2,200.3,7,471(+1),[地] 小久保智
9,10,7,11,ラインジュエル,牝9,55,有年淳,1:43.3,クビ,390.2,11,480(+9),[地] 鷹見浩
10,11,6,9,スマートターゲット,牝6,55,川島正太,1:43.6,1.1/2,788.6,14,478(-10),[地] 雑賀正光
11,12,4,6,センゲンコスモ,牝6,55,的場文男,1:43.6,ハナ,310.9,9,478(+8),[地] 内田勝義
12,13,2,2,アルドラ,牝4,55,米倉知,1:44.5,4,365.5,10,434(-13),[地] 高橋俊之
13,14,1,1,カオカオプリン,牝6,55,笠野雄大,1:44.7,1,651.4,13,464(+1),[地] 雑賀正光
