,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,ベルモントアクター,牡6,52,石崎隆之,1:51.8,,---,1,501(-7),[地] 出川克己
1,2,6,8,リガメエントキセキ,牡5,57,佐藤隆,1:52.4,3,---,2,476(-6),[地] 川島正行
2,3,7,10,ミリオンヒット,牡5,56,的場文男,1:52.7,1.1/2,---,5,443(-2),[地] 藤江昭徳
3,4,7,9,ハセノガルチ,牡8,56,白田日出,1:52.8,3/4,---,8,471(+1),[地] 出川克己
4,5,5,6,エリモソルジャー,牡7,56,甲斐年光,1:53.0,1,---,11,465(-10),[地] 武井栄一
5,6,3,3,スピーディドゥ,牡6,57,見沢譲治,1:53.7,4,---,4,475(-5),[地] 高橋三郎
6,7,1,1,カサイグローリア,牡6,52,桑島孝春,1:53.8,1/2,---,10,457(+3),[地] 玉井勝
7,8,6,7,セクシーディナー,牝5,54,内田博幸,1:53.8,クビ,---,6,472(-4),[地] 赤嶺本浩
8,9,2,2,ケンチャム,牡6,56,佐藤祐樹,1:54.1,1.1/2,---,6,541(-9),[地] 川島正行
9,10,4,4,ミヤマエンデバー,牡4,54,左海誠二,1:54.3,1,---,3,492(+4),[地] 岡林光浩
10,11,8,12,アポテオーズ,牡8,55,今野忠成,1:56.2,9,---,12,461(+3),[地] 高月賢一
11,12,5,5,トミケンブライト,牝5,55,早田秀治,1:57.1,4,---,9,452(-3),[地] 出川克己
