,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,ジョーメテオ,牡7,58,坂井英光,1:34.7,,3.2,2,512(+1),[地] 小久保智
1,2,3,3,タマモスクワート,牡8,58,見沢譲治,1:35.2,2.1/2,26.3,6,497(+2),[地] 小久保智
2,3,7,10,サイオン,牡7,58,佐藤博紀,1:35.2,アタマ,6.4,4,511(0),[地] 川島正行
3,4,1,1,スマートジョーカー,牡6,58,御神本訓,1:35.5,1.1/2,8.5,5,495(+9),[地] 川島正一
4,5,6,8,ナイキマドリード,牡7,58,川島正太,1:35.5,アタマ,5.1,3,488(+6),[地] 川島正行
5,6,2,2,ナムラオウドウ,牡5,58,酒井忍,1:35.5,アタマ,157.5,11,464(+3),[地] 柘榴浩樹
6,7,4,4,メイショウパーシー,牡4,54,町田直希,1:36.0,2.1/2,2.4,1,494(-3),[地] 鈴木義久
7,8,7,9,ブラゾーハリー,牡5,52,森下博,1:36.0,アタマ,111.6,10,462(-2),[地] 原三男
8,9,8,12,ウインペンタゴン,牡7,58,和田譲治,1:36.3,1.1/2,38.8,8,490(-6),[地] 河津裕昭
9,10,5,5,スマイルジャック,牡8,58,山崎誠士,1:36.3,ハナ,30.9,7,495(+9),[地] 山崎尋美
10,11,6,7,ケンブリッジエル,牡7,58,吉原寛人,1:41.9,大,282.7,12,499(+5),[地] 新井清重
11,12,8,11,ロビンフット,牡5,56,岡田大,1:45.9,大,111.1,9,501(-9),[地] 本間光雄
