,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,ファニーズ,牡3,54,田中力,1:15.8,,2.3,1,446(-3),[地] 岡林光浩
1,2,6,6,ウルフジアン,牡3,54,坂井英光,1:15.8,アタマ,25.5,7,445(-2),[地] 小久保智
2,3,4,4,コアレスウイッシュ,牡3,54,山口竜一,1:15.8,ハナ,26.8,8,462(-14),[地] 松代真
3,4,7,8,セレン,牡3,54,御神本訓,1:16.1,1.1/2,5.9,4,423(+10),[地] 佐藤賢二
4,5,2,2,ドラゴンウィング,牡3,54,張田京,1:16.2,クビ,4.5,2,464(0),[地] 矢野義幸
5,6,1,1,マチコセンセイ,牝3,53,岡田大,1:17.0,4,29.3,9,391(-4),[地] 岡田一男
6,7,8,9,ローラファレル,牝3,53,石崎駿,1:17.1,1/2,17.0,6,482(+14),[地] 舘保昌
7,8,8,10,ハオチーザイライ,牝3,52,本田正重,1:17.8,3,42.3,10,470(+3),[地] 渋谷信隆
8,9,3,3,コアレスフラワー,牝3,53,戸崎圭太,1:18.6,4,8.2,5,475(-5),[地] 川村昭男
9,10,5,5,マクロラファール,牝3,53,今野忠成,1:18.8,3/4,5.3,3,486(-1),[地] 川島正行
