,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,8,ワンダースピード,牡4,57,五十嵐冬,1:52.8,,9.6,4,472(+4),[西] 湯浅三郎
1,2,5,10,スナークエベレスト,牡5,57,川原正一,1:52.9,1/2,9.7,5,496(+4),[西] 野村彰彦
2,3,3,6,ダノンシャトル,牡4,57,川島信二,1:53.1,1.1/2,3.2,1,470(+10),[西] 田島良保
3,4,8,15,ハードオブプレイ,牡5,57,渡辺薫彦,1:53.1,ハナ,3.3,2,508(0),[西] 西橋豊治
4,5,1,1,マイネルプレンティ,牡5,54,中村将之,1:53.3,1.1/4,193.3,15,478(+12),[西] 中村均
5,6,1,2,ゼンノグッドウッド,牡3,54,武幸四郎,1:54.1,5,10.9,6,514(+2),[西] 武邦彦
6,7,8,16,メイショウアズーロ,牡5,57,四位洋文,1:54.3,1,117.6,14,498(-4),[西] 浅見秀一
7,8,7,14,チュウワナイト,牡4,56,川田将雅,1:54.5,1.1/4,98.8,12,480(-10),[西] 大久保龍
8,9,2,4,カイパーベルト,牡4,57,福永祐一,1:54.6,1/2,40.2,10,470(+2),[西] 福永甲
9,10,5,9,グッドエモーション,牡4,56,鮫島良太,1:54.7,3/4,26.4,8,472(-8),[西] 宮徹
10,11,3,5,シルクエディフィス,牡5,57,石山繁,1:54.9,3/4,14.5,7,474(-10),[西] 浜田光正
11,12,2,3,シルクフライト,牡4,57,高橋亮,1:55.1,1.1/4,274.6,16,466(+3),[西] 高橋隆
12,13,4,7,ロードウイング,牡4,54,船曳文士,1:56.4,8,117.3,13,494(+4),[西] 藤原英昭
13,14,6,12,サンキングロウ,セ4,57,高野容輔,1:56.4,アタマ,44.3,11,520(+10),[西] 石坂正
14,15,6,11,ウイングビート,牡3,54,岩田康誠,1:56.6,1,8.0,3,476(-14),[西] 安田隆行
15,16,7,13,グラスアフリート,牡8,57,柴田善臣,1:57.4,5,37.3,9,512(+2),[西] 増本豊
