,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,コスモファルネーゼ,牡4,57,本橋孝太,1:55.6,,5.0,3,491(-1),[地] 宗形竹見
1,2,3,3,スティルライフ,牝5,53,的場文男,1:55.8,1.1/4,19.9,8,477(0),[地] 橋本和馬
2,3,5,7,イルヴェント,牡4,55,岡村健司,1:55.9,3/4,3.7,1,523(+1),[地] 荒井朋弘
3,4,7,11,トップロイヤル,牡6,55,安藤洋一,1:56.2,1.1/2,46.8,11,542(+4),[地] 橋本和馬
4,5,2,2,シエロフェイス,牡4,57,矢野貴之,1:56.2,クビ,12.1,6,453(0),[地] 澤佳宏
5,6,4,5,ネーロルチェンテ,牝6,55,山崎誠士,1:56.4,1,7.9,5,519(0),[地] 堀千亜樹
6,7,8,13,モンゲートラオ,牡6,57,張田昂,1:56.6,3/4,63.8,12,494(+3),[地] 上杉昌宏
7,8,8,14,エバンタイユドール,牝6,54,仲原大生,1:56.6,クビ,209.7,14,531(+11),[地] 櫻木英喜
8,9,6,9,ロヴェンテ,牡4,55,本田正重,1:56.6,アタマ,4.7,2,533(+8),[地] 渡辺和雄
9,10,1,1,ミギーフェイス,牝4,52,菅原涼太,1:56.7,1/2,16.8,7,522(+8),[地] 堀千亜樹
10,11,6,10,ガイストフォル,牡6,55,和田譲治,1:57.1,2,21.2,9,461(+1),[地] 的場直之
11,12,7,12,ステリファラス,セ8,57,町田直希,1:57.7,3,123.9,13,492(+1),[地] 福田真広
12,13,4,6,アポロミラクル,牡5,57,笹川翼,1:58.2,2.1/2,7.5,4,507(+8),[地] 福田真広
13,14,5,8,ポッドアワーズ,牡5,55,今野忠成,1:58.5,1.1/2,34.7,10,522(-2),[地] 鈴木啓之
