,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,フクノグリュック,牡9,56,宮川実,1:44.7,,2.5,2,528(+3),[地] 打越勇児
1,2,1,1,グリードパルフェ,牡5,56,赤岡修次,1:45.8,5,2.1,1,454(-4),[地] 田中守
2,3,6,7,ピオネロ,牡10,56,畑中信司,1:46.0,1,23.2,5,494(-1),[地] 松木啓助
3,4,2,2,インターセクション,牡6,56,永森大智,1:46.5,2.1/2,8.5,4,496(-2),[地] 川野勇馬
4,5,5,5,ピースフルリバティ,牡10,56,西川敏弘,1:46.6,クビ,99.0,10,532(+2),[地] 大関吉明
5,6,8,10,マグマ,セ6,56,佐原秀泰,1:47.0,2,7.4,3,503(-7),[地] 田中譲二
6,7,3,3,ティーエスバラ,牡9,52,濱尚美,1:47.4,2,52.4,7,523(-2),[地] 那俄性哲
7,8,7,9,ナムラヒューマン,牡9,56,林謙佑,1:47.4,クビ,29.0,6,490(+4),[地] 田中譲二
8,9,7,8,キングラディウス,牡8,56,妹尾浩一,1:48.0,3,70.6,9,502(+4),[地] 打越勇児
9,10,8,11,ナスノフラッシュ,牡8,56,岡村卓弥,1:48.1,1/2,65.8,8,510(+3),[地] 雑賀正光
10,11,4,4,コスタアレグレ,牡11,54,別府真衣,1:48.5,2,105.0,11,490(0),[地] 別府真司
