,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,メイショウツチヤマ,牡9,57,赤岡修次,1:44.3,,1.2,1,504(-12),[地] 松木啓助
1,2,8,11,サクセスコード,牡5,57,永森大智,1:44.9,3,7.3,3,529(+6),[地] 雑賀正光
2,3,2,2,トウカイバロン,牡8,57,中西達也,1:45.5,3,23.0,5,482(0),[地] 打越勇児
3,4,6,6,メイショウパーシー,牡7,57,宮川実,1:45.6,1/2,18.8,4,501(+3),[地] 打越勇児
4,5,8,10,バーチャルトラック,牡8,57,岡村卓弥,1:46.4,4,195.9,11,462(+1),[地] 雑賀正光
5,6,7,8,サイモンリッター,セ7,57,畑中信司,1:46.6,1,165.0,9,508(-16),[地] 別府真司
6,7,4,4,エーシンイグアス,牡8,57,石本純也,1:46.9,1.1/2,172.2,10,522(-1),[地] 雑賀正光
7,8,3,3,サトノロマネ,セ10,57,松木大地,1:47.0,1/2,97.6,7,474(-5),[地] 雑賀正光
8,9,5,5,ストリートハンター,牡7,57,上田将司,1:47.1,1/2,27.1,6,528(-6),[地] 松木啓助
9,10,7,9,タイセイローマン,牡7,57,西川敏弘,1:47.1,ハナ,122.0,8,513(-1),[地] 別府真司
10,11,6,7,ゴールドゼウス,牡7,57,佐原秀泰,1:47.3,1,6.5,2,514(+5),[地] 那俄性哲
