,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,スーパーステション,牡3,56,阿部龍,1:53.9,,1.2,1,490(+2),[地] 角川秀樹
1,2,7,8,パーソナルマキ,牡4,54,五十嵐冬,1:55.3,7,14.9,3,488(+6),[地] 山田和久
2,3,8,10,ビクトリーミノル,牡5,57,石川倭,1:55.9,3,19.3,5,484(+2),[地] 米川昇
3,4,2,2,モンサンルリアン,牡3,54,宮崎光行,1:56.2,1.1/2,6.7,2,500(+4),[地] 松本隆宏
4,5,5,5,ステファニーラン,牝5,54,服部茂史,1:56.5,1.1/2,16.0,4,490(+2),[地] 松本隆宏
5,6,4,4,サクセスコード,牡6,56,井上幹太,1:56.8,1.1/2,40.2,6,526(-4),[地] 堂山芳則
6,7,1,1,コスモアジル,牡9,56,松井伸也,1:57.2,2,47.3,7,538(-4),[地] 安田武広
7,8,7,9,ファイネストアワー,牡6,55,岩橋勇二,1:57.5,1.1/2,110.3,11,472(+14),[地] 小国博行
8,9,3,3,スーパーブレーヴ,牡7,54,馬渕繁治,1:57.7,1,79.5,9,492(-2),[地] 谷口常信
9,10,8,11,ドランケンマスター,牡6,56,桑村真明,1:57.9,1,75.7,8,486(+4),[地] 角川秀樹
10,11,6,6,キンシャサノボス,牡4,54,伊藤千尋,2:00.1,大,91.7,10,484(-6),[地] 谷口常信
