,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,7,ツルマルスピリット,牡4,57,小牧太,1:52.2,,3.0,1,488(+6),[西] 橋口弘次
1,2,7,14,エアペイシェンス,牡5,57,四位洋文,1:52.2,クビ,23.1,7,450(+12),[西] 角居勝彦
2,3,2,4,タツパーシヴ,牡4,57,秋山真一,1:52.3,クビ,4.7,3,486(+8),[西] 鮫島一歩
3,4,1,1,マルティニーク,牡4,57,岩田康誠,1:52.6,2,9.3,4,482(+9),[西] 千田輝彦
4,5,5,10,レアメタル,牡5,57,安部幸夫,1:52.7,クビ,71.7,12,470(-6),[東] 粕谷昌央
5,6,3,5,モエレエンデバー,牡4,57,武豊,1:52.7,ハナ,40.5,9,482(-4),[東] 小島茂之
6,7,6,12,シンワラヴ,牡6,57,佐藤哲三,1:52.7,クビ,18.4,6,504(+8),[東] 田村康仁
7,8,2,3,ライジングバイオ,牡6,56,国分恭介,1:52.8,クビ,95.1,14,472(+4),[西] 坪憲章
8,9,7,13,ドリームマジシャン,牡4,57,幸英明,1:52.9,1/2,3.6,2,486(+2),[西] 宮本博
9,10,1,2,サンレイハスラー,牡5,57,岩崎祐己,1:53.3,2.1/2,327.8,16,504(0),[西] 西橋豊治
10,11,3,6,アドマイヤプレミア,牡4,57,藤岡佑介,1:53.5,1.1/4,41.0,11,412(0),[西] 梅田智之
11,12,4,8,ドリームリバイバル,牡6,57,芹沢純一,1:53.6,3/4,37.0,8,472(-6),[東] 畠山重則
12,13,6,11,パミーナ,牝4,55,北村友一,1:53.7,クビ,72.3,13,456(-2),[西] 加藤敬二
13,14,5,9,ツルマルシルバー,牡7,54,花田大昂,1:53.7,クビ,117.0,15,488(+4),[西] 谷潔
14,15,8,15,ニシノスローン,牡4,57,浜中俊,1:53.8,3/4,40.9,10,498(+2),[西] 宮本博
15,16,8,16,ヴィーヴァギブソン,牡4,57,和田竜二,1:53.9,クビ,12.9,5,502(-4),[西] 武宏平
