,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,7,ユーキャンスマイル,牡4,57.0,岩田康誠,1:57.5,,6.3,2,496(+4),[西] 友道康夫
1,2,3,5,ジナンボー,牡4,54.0,Ｍ．デム,1:57.5,クビ,11.1,6,472(0),[東] 堀宣行
2,3,3,6,カデナ,牡5,57.0,武藤雅,1:57.8,2,14.2,8,478(+4),[西] 中竹和也
3,4,7,15,ブラックスピネル,牡6,57.0,松若風馬,1:57.9,1/2,32.0,11,516(+6),[西] 音無秀孝
4,5,2,4,フランツ,牡4,55.0,戸崎圭太,1:58.0,クビ,8.6,3,444(-4),[西] 音無秀孝
5,6,6,12,ショウナンバッハ,牡8,54.0,吉田豊,1:58.0,アタマ,65.3,14,456(-2),[東] 上原博之
6,7,8,16,センテリュオ,牝4,53.0,北村友一,1:58.2,1.1/4,9.6,4,468(+2),[西] 高野友和
7,8,7,14,サトノワルキューレ,牝4,54.0,大野拓弥,1:58.3,3/4,33.9,12,468(+14),[西] 角居勝彦
8,9,8,17,ゴールドサーベラス,牡7,54.0,藤田菜七,1:58.4,クビ,73.4,15,452(+6),[東] 清水英克
9,10,5,9,レイエンダ,牡4,57.0,ルメール,1:58.4,クビ,3.3,1,492(+6),[東] 藤沢和雄
10,11,5,10,カヴァル,牡4,54.0,三浦皇成,1:58.4,ハナ,10.7,5,500(-8),[東] 勢司和浩
11,12,4,8,クリンチャー,牡5,57.5,田辺裕信,1:58.4,アタマ,35.7,13,494(-2),[西] 宮本博
12,13,1,1,サトノキングダム,牡6,54.0,石橋脩,1:58.5,クビ,16.6,9,464(-2),[東] 国枝栄
13,14,8,18,ダッシングブレイズ,牡7,56.0,横山典弘,1:58.5,クビ,193.5,16,510(+2),[西] 斉藤崇史
14,15,7,13,ケントオー,牡7,55.0,柴田大知,1:58.6,クビ,385.2,17,460(-12),[西] 西橋豊治
15,16,2,3,ダイワキャグニー,牡5,57.5,内田博幸,1:58.9,2,18.3,10,502(+2),[東] 菊沢隆徳
16,17,6,11,クラウンディバイダ,セ6,53.0,木幡巧也,1:59.6,4,523.2,18,456(-12),[東] 天間昭一
17,18,1,2,アクート,牡6,54.0,丸山元気,2:02.9,大,12.2,7,436(+2),[東] 宗像義忠
