,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,コスモアルファ,牡2,55,井上俊彦,1:51.7,,30.7,8,502(-2),[地] 林和弘
1,2,1,1,プレティオラス,牡2,55,服部茂史,1:51.7,クビ,15.6,6,454(0),[地] 佐藤英明
2,3,6,6,アイファーカラーズ,牡2,55,吉田稔,1:51.7,アタマ,66.0,9,460(+4),[地] 田中淳司
3,4,3,3,オミコシ,牡2,55,桑村真明,1:51.9,3/4,6.9,4,460(+6),[地] 角川秀樹
4,5,6,7,フジノタイガー,牡2,55,坂下秀樹,1:52.0,1/2,2.9,2,478(-2),[地] 米川伸也
5,6,8,11,フリーマン,牡2,55,五十嵐冬,1:52.1,1/2,2.4,1,484(+14),[地] 田部和則
6,7,7,9,プライミング,牡2,55,小国博行,1:52.5,2,22.8,7,448(+8),[地] 斉藤正弘
7,8,7,8,ラブミーアゴー,牝2,54,宮崎光行,1:53.6,5,6.3,3,478(+4),[地] 角川秀樹
8,9,4,4,ヘヴンリーキス,牝2,54,石川駿介,1:54.7,5,10.4,5,438(+8),[地] 堂山芳則
9,10,2,2,ビューティーレオ,牝2,54,岩橋勇二,1:55.0,1.1/2,82.5,10,466(+4),[地] 小野望
10,11,5,5,アピールソング,牝2,54,小嶋久輝,1:55.2,1,164.9,11,390(0),[地] 谷口常信
